Number,Vendor,Length,Width,Height,Price,Description,Weight
J8128103,Crown,11.25,4.00,4.00,164.67,"Input Shaft",3.80
55155128AJ,Crown,20.50,15.25,9.50,250,Headlight,6.60
5161924AA,Crown,2.50,2.00,2.00,35,"Wiring Harness Repair Kit",0.06
J3229031,Crown,0.75,0.75,0.75,2.33,"Brake Caliper Spring",0.10
68224937AA,Crown,4.50,4.50,2.00,43.33,"Tie Rod End",1.00
J5465084,Crown,1.25,1.00,17.00,58.33,"Tailgate Window Guide Channel",0.70
4486065,Crown,3.25,3.25,1.25,16.67,"Axle Shaft Bearing",0.30
J8132382,Crown,4.50,4.50,2.00,108.33,"Second Gear",3.20
J5463657,Crown,29.00,1.50,1.50,12.5,"Fresh Air Cable",0.10
D44ZMASKIT,Crown,8.00,5.00,6.00,158.33,"Differential Overhaul Kit",5.40
J0999895,Crown,13.00,12.00,1.50,31.67,"Parking Brake Cable",1.60
D18LMASKIT,Crown,13.00,12.00,1.75,191.67,"Transfer Case Overhaul Kit",5.50
5019741AA,Crown,4.00,4.00,4.00,13.33,"Fuel Filter",0.40
68102264AF,Crown,54.00,28.00,21.00,48.34,"Fender Liner",1.80
52080031AD,Crown,24.00,4.00,2.50,40,"Radiator Hose",1.40
J0642191,Crown,0.25,2.50,2.50,7.5,"Thrust Washer",0.10
G271287,Crown,5.50,3.00,0.50,0.67,"Grease Fitting",0.06
68281936AB,Crown,3.25,3.25,1.50,9.17,Reflector,0.13
68398731AA,Crown,13.50,13.00,2.75,183.33,"Differential Gear Set",5.80
68282328AA,Crown,12.50,12.50,5.00,125,"Control Arm",6.00
J0646619,Crown,30.00,6.00,4.00,46.67,"Drag Link",3.40
J5465790,Crown,8.50,2.00,2.00,9.17,"Side Marker Light Base",0.10
J4004109,Crown,3.00,0.50,0.50,1.5,"Exhaust Manifold Stud",0.10
52028615AB,Crown,7.50,7.50,4.50,103.33,"Fan Clutch",4.30
83504098,Crown,3.25,3.25,1.25,10.83,"Clutch Master Cylinder Reservoir Cap",0.10
J5360983,Crown,25.50,5.25,4.00,566.67,"Drive Shaft",9.30
J5455073,Crown,37.50,7.50,3.50,30,"Fender Flare",1.20
5149264AB,Crown,3.25,1.25,1.25,17.5,"Air Temperature Sensor",0.02
5357391R,Crown,12.75,12.50,2.75,65,"Brake Rotor",19.30
J5459418,Crown,4.25,4.00,4.00,91.67,Tachometer,0.60
5105064AB,Crown,8.00,2.50,2.50,23.33,"Wheel Speed Sensor",0.31
J5458874,Crown,21.00,1.50,1.25,6.67,"Door Channel",0.20
J0927645,Crown,1.25,1.25,0.25,2.5,"Sector Shaft Seal",0.10
J8129473,Crown,4.75,2.75,2.75,32.07,"Distributor Vacuum Advance",0.30
J3237270,Crown,9.50,2.50,0.12,8.17,"Exhaust Manifold Gasket",0.10
J3178449,Crown,1.00,1.00,0.25,1.17,"Expansion Plug",0.10
4483757AB,Crown,9.50,7.00,0.12,1.75,"Water Pump Gasket",0.10
55394228AG,Crown,23.00,11.00,3.00,108.33,"Window Regulator",4.20
J0936615,Crown,9.50,7.50,0.12,1.58,"Transfer Case Gasket",0.10
J3238526,Crown,5.50,5.50,2.50,35,"Hub Carrier",2.60
68456066AA,Crown,8.00,6.00,4.50,63.34,"Brake Pad Set",6.60
J8132396,Crown,2.00,2.00,0.25,1.08,"Cluster Gear Thrust Washer",0.10
5154214AA,Crown,6.00,6.00,6.00,93.33,"Hub Assembly",9.60
L0001003,Crown,1.50,0.75,0.75,2.08,Bulb,0.10
5182534AD,Crown,15.25,11.25,7.00,216.67,"Tail Light",4.00
4636982AD,Crown,30.00,9.00,2.00,56.67,"Engine Gasket Set",1.90
RT23010,Crown,41.25,5.50,5.50,341.67,"Axle Shaft Assembly",19.20
JA000779,Crown,2.00,2.00,0.25,2.5,"Axle Shaft Seal",0.10
4682561AB,Crown,70.50,9.50,8.50,366.67,"Catalytic Converter",14.00
SRKAX153,Crown,3.50,2.75,0.50,4.17,"Synchronizer Repair Kit",0.10
J1194143,Crown,2.75,1.75,1.00,21.67,"Rocker Arm",0.30
J5469605,Crown,2.50,2.50,1.75,8.33,"Tailgate Glass Weatherstrip",0.30
CT20435T,Crown,50.00,29.00,6.00,737.75,"Complete Top",48.00
53012002,Crown,12.00,3.00,1.00,45,"Accessory Drive Belt",0.50
53032448AC,Crown,1.50,1.50,0.12,1.33,"PCV Valve O-Ring",0.02
4593880AA,Crown,10.00,9.25,2.00,15,"Air Filter",0.60
68317863AA,Crown,42.00,9.00,1.00,80,"Grille Insert Set",1.20
68299172AC,Crown,45.00,17.00,16.00,25,"Fender Liner",2.00
J5454951,Crown,4.25,2.25,2.25,40,"Ignition Switch",0.50
J3223546,Crown,2.50,2.50,0.50,2.33,"Exhaust Seal",0.10
J3192435,Crown,9.00,0.50,0.50,14.17,Countershaft,0.90
5AG31JX9,Crown,43.00,21.00,4.50,28.33,"Fender Flare",1.50
68232447AA,Crown,17.50,3.50,1.50,12.5,"Headlight Mounting Bracket",0.20
J3204878,Crown,1.75,1.50,1.00,2,"Steering Shaft Spring",0.10
52128119AC,Crown,14.00,11.00,2.00,18.33,"Parking Brake Cable",0.90
J3250141,Crown,23.00,1.00,1.00,18.72,"Timing Belt",0.30
56029398AB,Crown,3.25,3.25,1.25,70,"TPMS Sensor",0.10
83500970K,Crown,11.00,6.50,5.75,320.67,"Cluster Gear Kit",11.80
AX4EAX5EMASKIT,Crown,12.75,12.00,1.50,400,"Transmission Master Overhaul Kit",5.10
4721918AA,Crown,3.00,2.00,2.00,4.92,"Sway Bar Bushing",0.30
52009406AE,Crown,8.00,7.50,5.00,183.33,"Hub Assembly",8.50
68293033AB,Crown,11.00,3.50,2.00,29.17,"Sway Bar Link",1.20
RT27061,Crown,10.00,5.00,5.00,53.33,"Grab Handle Set",4.80
RT28106,Crown,15.50,11.00,7.00,300,"LED Headlight Kit",7.60
68247394AA,Crown,12.00,2.00,1.25,20,"Bumper Bracket",0.13
4656012AC,Crown,3.00,3.00,3.00,11.67,"Control Arm Bushing",0.80
4663296AB,Crown,5.00,5.00,5.00,86.67,"Water Pump",2.40
68228480AA,Crown,5.00,3.00,0.50,4.17,"Timing Cover Gasket Set",0.06
J5359029,Crown,12.75,12.25,5.00,110.07,"Hub & Drum Assembly",21.00
68400358AA,Crown,3.63,3.63,0.75,13.33,"Pinion Seal",0.13
J8130747,Crown,4.50,2.50,2.50,30,"Wheel Cylinder",1.30
5096149AA,Crown,16.25,6.75,5.75,291.67,"Fuel Module",2.80
52003182,Crown,9.50,9.50,2.00,28.33,"Parking Brake Cable",1.40
4766542AA,Crown,20.25,13.00,4.00,150,"Control Arm",12.40
4883963AB,Crown,4.50,4.50,4.50,24.27,"Fuel Filter",0.38
4885441AA,Crown,15.00,12.00,5.75,158.33,"Evaporator Core",5.30
5104763AA,Crown,10.75,10.00,10.00,283.33,Alternator,15.20
J0930640,Crown,24.00,1.00,1.00,20,"Brake Hose",0.30
J0942903,Crown,4.50,4.50,1.00,0.58,"Axle Shaft Gasket",0.10
J3107234,Crown,0.75,0.25,0.25,0.83,"Harmonic Balancer Key",0.10
68313387AC,Crown,3.25,3.25,1.25,63.33,"TPMS Sensor",0.13
4782338AA,Crown,2.00,1.50,1.50,4.67,"Sway Bar Bushing",0.20
68127993AA,Crown,4.00,4.00,1.25,65,"Universal Joint",1.80
J0980363,Crown,1.00,1.00,0.25,1.08,Retainer,0.10
68241335AA,Crown,14.50,14.25,5.00,108.33,"Tail Light",2.80
68003360AA,Crown,3.25,1.25,1.25,23.34,"Oil Pressure Switch",0.13
4880383AA,Crown,6.00,6.00,6.00,75,"Transmission Mount",3.80
52090296K,Crown,15.25,11.25,7.25,140,"Engine Mount Kit",13.00
RT26037,Crown,9.00,8.00,3.50,66.67,"Fuel Door",1.20
5072935AC,Crown,14.50,2.25,2.25,53.33,"Sway Bar Link",1.30
56041565AA,Crown,8.50,7.50,7.50,266.67,Alternator,0.80
4609088AH,Crown,6.50,2.50,2.00,45,"Ignition Coil",0.50
1NT48AXRAI,Crown,15.50,11.25,7.00,111.67,Mirror,3.94
1FN67K,Crown,73.25,11.00,10.00,526.67,"Bumper Kit",45.00
4857389AB,Crown,4.00,33.00,12.00,120,Grille,3.00
53034065AA,Crown,3.25,3.25,1.50,15.83,"PCV Valve",0.40
4809171AF,Crown,22.00,20.00,6.75,158.33,"Cooling Fan Module",8.20
4882817AB,Crown,18.50,13.00,8.50,200,"Evaporator Core",1.60
J3169769,Crown,1.00,1.00,0.25,1.25,"Clutch Boot Retaining Clip",0.10
5184093AE,Crown,5.00,3.00,1.00,20,"Oil Pump Chain Tensioner",0.02
J5355076,Crown,16.25,1.00,1.00,18.03,"Brake Hose",0.20
J5355281,Crown,2.50,4.50,1.75,16.67,"Shackle Bracket",1.80
5078930AA,Crown,2.50,2.00,2.00,27.5,"Transmission Transfer Shaft Speed Sensor",0.13
68250085AA,Crown,14.75,14.00,4.75,108.33,"Brake Rotor",23.60
J3240502,Crown,1.50,3.75,3.75,18.33,"Timing Chain",1.40
4797777R,Crown,14.00,7.00,1.75,11.33,"Air Filter",0.60
J0987996,Crown,60.00,24.00,4.00,250,"Windshield Frame",17.00
J3242397,Crown,3.00,3.00,4.00,6.67,"Oil Filter",0.50
4778861PK20,Crown,13.00,8.75,4.25,433.33,"Piston Set",10.60
5179011AA,Crown,4.75,4.50,4.50,21.67,"Fuel Filter",0.40
J0991526,Crown,4.00,2.50,2.50,25,"Wheel Cylinder",1.10
68144163AF,Crown,8.00,6.00,4.50,48.33,"Brake Pad Set",6.40
5003642AA,Crown,8.00,3.75,2.50,100,Fender,6.80
J5357373,Crown,4.25,15.00,4.25,30,"Fuel Sending Unit",0.10
5003643AA,Crown,46.00,28.50,9.50,100,Fender,2.00
6505411AA,Crown,0.75,0.75,0.63,1.17,Retainer,0.02
68388803AA,Crown,13.50,13.00,2.75,96.67,"Differential Gear Set",4.20
52108332AA,Crown,0.50,10.00,16.00,15,"Transmission Pan Gasket",0.30
J5360982,Crown,41.25,5.50,5.50,550,"Drive Shaft",12.20
4656010AE,Crown,3.00,1.50,1.50,38.33,"Ball Joint",0.80
68085142AB,Crown,35.00,22.00,13.00,266.67,"Exhaust Pipe",11.40
J5357677,Crown,15.25,4.00,4.50,50,"Fuel Sending Unit",0.90
J0735994,Crown,6.50,5.50,4.00,266.67,"Fuel Pump",4.60
J4200097,Crown,1.75,1.75,0.50,4,"Hub Nut Retainer",0.10
5106124AD,Crown,14.50,14.00,4.75,566.67,"Clutch Kit",23.60
5012442AD,Crown,57.00,43.50,6.00,241.67,Hood,32.00
68252522AA,Crown,8.00,7.00,6.00,40,"Engine Mount",3.40
J4486135,Crown,1.75,0.75,0.75,4,"Steering Box Adjuster Screw",0.10
52104611AA,Crown,5.50,4.00,3.00,158.33,"Axle Locker Actuator",0.60
68383247AA,Crown,4.50,4.50,2.00,200,"Exhaust Temperature Sensor",0.40
J8134025,Crown,2.00,2.00,0.12,2.17,"Thrust Washer",0.10
6509960AA,Crown,0.75,0.75,0.75,0.73,Retainer,0.06
6504060,Crown,6.00,4.00,0.88,5,"Cylinder Head Bolt",0.25
5012649AA,Crown,26.50,19.25,4.25,199.33,"A/C Condenser",9.40
J5361574,Crown,28.25,24.50,7.50,383.33,Radiator,22.50
J3225627,Crown,1.00,1.00,0.75,1.33,"Valve Cover Grommet",0.10
6502028,Crown,0.38,0.38,0.19,2.5,Nut,0.02
J3230376,Crown,0.75,4.25,0.75,5.83,"Fuel Filter",0.10
J5351275,Crown,5.50,2.00,1.00,20,"Clutch Rod",0.30
68244867AA,Crown,33.50,29.00,9.00,241.67,Radiator,13.80
J3236322,Crown,23.00,12.50,8.00,125,"Engine Oil Pan",8.70
J5758904,Crown,3.00,3.00,2.00,78,"Wiper Switch",0.31
J5359703,Crown,3.25,3.25,0.50,3.33,"Hub Seal",0.10
J5764220,Crown,20.50,13.25,4.25,48.33,"Corner Panel",5.10
68209689AE,Crown,54.00,29.00,15.00,61.67,"Fender Liner",2.40
J0923392,Crown,0.75,1.50,1.00,8.17,"Distributor Rotor",0.30
55235647,Crown,21.75,20.00,3.50,93.33,"Window Regulator",4.00
5096465AA,Crown,5.00,3.00,1.00,58.33,"Input Shaft Bearing",0.13
J3208066,Crown,9.25,4.25,1.75,83.2,"Piston Ring Set",1.10
68209681AD,Crown,47.00,29.00,16.00,75,"Fender Liner",2.40
J5359822,Crown,12.00,4.25,3.25,80,"Clutch Master Cylinder",1.40
5017407AB,Crown,31.50,23.00,5.50,233.33,"Cooling Fan Module",11.00
J3237427,Crown,36.00,8.00,7.00,183.33,"Exhaust Manifold",9.80
J4006047,Crown,0.75,0.75,0.25,0.67,"Hose Clamp",0.10
J4005672,Crown,0.75,0.75,0.25,2,"Windshield Wiper Nut",0.10
68078861AA,Crown,4.25,3.25,3.25,78.33,"TPMS Sensor",0.20
68029736AA,Crown,4.00,4.00,4.00,48.33,"Blower Motor Module",0.40
J5355987,Crown,36.00,9.75,4.00,53.33,Tailpipe,4.00
BRT10035,Crown,35.00,9.25,9.25,375,"Bowless Soft Top",17.50
RT28035,Crown,21.75,8.00,4.25,375,"LED Light Bar & License Plate Bracket Kit",4.81
5047791AA,Crown,12.00,3.00,1.50,31.67,"Timing Chain Guide",0.60
RT28050,Crown,9.00,8.00,2.00,216.67,"LED Headlight Bulb Kit",0.94
J5351302,Crown,18.50,2.00,0.75,18.33,"Clutch Rod",0.90
J5356484,Crown,13.50,6.00,1.50,17.5,"Accelerator Cable",0.20
5184355AF,Crown,3.25,3.25,1.25,23.33,"Timing Chain",0.40
5019002AA,Crown,12.00,8.50,1.75,12.5,"Air Filter",0.80
J5356598,Crown,16.50,0.75,0.75,14.17,"Brake Hose",0.30
6503335,Crown,0.75,0.75,0.38,3.67,Nut,0.06
5014914AA,Crown,4.00,4.00,4.00,30,"CV Joint Boot Kit",0.60
J3184573,Crown,4.50,4.00,0.75,6.67,"Axle Shaft Retainer",0.10
J5751194,Crown,10.25,3.00,2.75,9.17,"Mirror Arm",0.80
68032586AH,Crown,8.75,6.50,4.75,43.34,"Engine Mount",2.20
83500576,Crown,2.25,2.25,2.25,23.4,"Third Gear Bearing",0.10
5011167AA,Crown,13.50,11.00,10.00,108.33,"Evaporator Core",5.60
4721356AA,Crown,2.50,3.50,3.50,13.33,"Control Arm Bushing",1.30
5018443AA,Crown,44.00,42.00,3.00,100,Fender,7.50
55155231AB,Crown,14.25,9.00,7.50,191.67,Mirror,3.20
5110502AC,Crown,6.50,6.00,3.00,60,"Engine Mount",2.40
J5359323,Crown,16.00,2.00,1.00,30,"Brake Hose",0.40
4387534,Crown,9.00,1.00,1.00,26.67,"Timing Belt",0.50
AX5SP,Crown,3.25,3.25,1.50,56.67,"Small Parts Kit",0.38
J5751207,Crown,0.75,1.00,1.25,14.17,"Back Up Light Switch",0.10
68209688AE,Crown,47.00,29.00,16.00,61.67,"Fender Liner",2.40
J0639651,Crown,4.00,3.00,3.00,3.08,"Thermostat Retainer",0.30
J0640428,Crown,3.00,3.00,9.00,70,"Input Shaft",2.00
J5751195,Crown,10.00,4.50,2.00,9.17,"Mirror Arm",0.80
5454184K,Crown,8.00,6.00,1.25,35,"Hard Top Weatherstrip Kit",1.40
68400362AA,Crown,3.75,3.50,1.75,68.33,"Pinion Bearing Set",1.60
68413468AA,Crown,29.00,6.00,6.00,313.33,"Axle Shaft Assembly",16.60
J8132423,Crown,4.75,4.75,0.12,0.75,"Transmission Bearing Retainer Gasket",0.10
J5355719,Crown,4.00,3.00,1.00,1.33,"Wheel Stud",0.60
J3181471,Crown,13.50,5.50,4.00,43.33,"Oil Pickup Tube",1.00
J5359411,Crown,9.25,8.50,0.25,3.5,"Transmission To Adapter Gasket",0.10
J5363662,Crown,16.00,5.50,3.50,28.33,"Power Steering Return Hose",0.60
52079468,Crown,7.00,2.25,2.00,30,"Coolant Level Sensor",0.13
5103256AB,Crown,54.00,17.00,10.50,80,"Transmission Cooler Hose",1.00
J3233903,Crown,11.00,7.00,3.00,20,"Parking Brake Cable",0.60
J5363917,Crown,9.00,5.00,1.00,15,"Brake Hose",0.30
J0649518,Crown,8.75,8.75,1.25,22.5,"Headlight Bezel",0.10
RT28041,Crown,41.00,14.25,6.00,791.67,"Grille & Led Light Bar Kit",10.50
5066375AC,Crown,14.00,13.75,3.25,291.67,"Clutch Kit",20.80
J5364684,Crown,32.00,1.00,1.00,16.67,"Accelerator Cable",0.10
68045330AC,Crown,15.00,5.00,2.25,70,"Tension Link",2.00
68214109AB,Crown,13.00,9.00,0.50,17.5,"Water Pump Gasket",0.19
4686094,Crown,4.75,3.00,2.00,63.34,Flasher,0.13
RB10115,Crown,17.00,16.50,11.50,90,"Roll Bar Pad Kit",4.13
6507741AA,Crown,1.00,1.00,2.00,3.67,"Engine Oil Drain Plug",0.10
J3214014,Crown,7.50,0.50,0.50,2.17,"Push Rod",0.10
J8134385,Crown,8.00,7.50,4.50,383.33,"Ring & Pinion",9.20
4616433,Crown,11.00,11.00,2.25,75,"Brake Rotor",8.90
4663852AB,Crown,15.00,3.75,0.12,11.67,"Intake Manifold Gasket",0.13
4589606AB,Crown,17.75,2.25,0.75,40,"Hood Support",0.30
68400289AA,Crown,15.38,4.75,4.50,46.67,"Drive Shaft Boot Kit",1.00
4573624,Crown,9.00,7.50,1.50,8.83,"Air Filter",0.60
6509432AA,Crown,0.75,0.38,0.25,2.5,Nut,0.02
5045516AA,Crown,8.00,0.31,0.31,3.17,"Push Rod",0.13
5086982AA,Crown,4.00,4.00,2.00,90,"Wheel Bearing",1.60
68277081AA,Crown,6.00,6.00,6.00,75,"Engine Mount",4.00
68295559AA,Crown,15.00,5.00,4.00,13.33,"Fog Light Bezel",0.60
2925062,Crown,0.75,0.75,0.06,5,"Retaining Ring",0.02
J5457112,Crown,2.00,8.00,16.00,30,"Tailgate Weatherstrip",0.50
68307245AE,Crown,10.25,7.50,5.00,90,"Parking Light",1.00
RT27064,Crown,7.50,1.50,1.25,9.75,"Seat Belt Extension Bracket",0.40
5038788AD,Crown,3.25,1.25,1.25,40,Lifter,0.31
6505223AA,Crown,0.75,0.75,0.50,2.83,"Spring Nut",0.02
RT28063,Crown,3.25,3.25,1.00,15,"LED Bulb Kit",0.02
1WL30TZZAD,Crown,70.50,19.00,11.00,283.34,Fascia,4.40
5080319AA,Crown,3.50,3.50,1.75,30,"Drive Belt Tensioner Pulley",0.30
J8125448,Crown,4.50,4.25,4.25,28.33,"Distributor Cap",0.60
5018442AA,Crown,43.00,41.00,2.50,100,Fender,7.50
68143891AA,Crown,31.50,18.00,5.00,200,"A/C Condenser & Transmission Cooler",9.00
J5351211,Crown,3.50,2.00,1.00,15.83,"Clutch Rod",0.20
5114332AA,Crown,6.00,7.00,11.00,450,"Clutch Slave Cylinder",0.90
5155459AK,Crown,15.50,11.25,7.00,95,Mirror,3.75
52038589,Crown,9.75,8.50,3.75,130,"Idler Arm",5.60
J3241867,Crown,10.00,3.00,3.00,67.6,"Clutch Slave Cylinder",1.80
J0934937,Crown,2.75,2.75,0.12,4.17,"Pinion Baffle",0.10
J8131656,Crown,4.00,4.00,4.00,56.67,Yoke,1.90
5140676AA,Crown,38.00,7.50,3.00,26.67,"Fuel Filter",0.30
5103017AA,Crown,11.25,10.50,9.75,766.67,"Differential Case Kit",23.50
68184783AB,Crown,20.50,3.75,3.75,46.67,"Camber Link",3.60
J0946707,Crown,20.00,4.00,1.00,10.83,"Accessory Drive Belt",0.40
5012670AC,Crown,42.00,32.00,11.50,183.33,Fender,5.50
RT28090,Crown,21.00,8.50,3.50,73.5,"LED Light Bar Windshield Bracket Set",10.40
4792443AB,Crown,3.50,1.25,1.25,91.67,"Timing Chain Tensioner",0.44
J3172135,Crown,1.25,3.25,3.25,21.67,"Pinion Bearing",0.60
11502843,Crown,0.63,0.31,0.31,0.83,Screw,0.02
68088819AA,Crown,16.50,11.13,2.50,20,"License Plate Bracket",1.00
5EU81HS5AA,Crown,72.00,34.50,18.50,312,Fascia,20.60
55176565K,Crown,31.00,2.00,2.00,48.34,"Door Glass Weatherstrip Kit",0.60
5019868AA,Crown,11.00,11.00,9.00,983.33,"Differential Case Kit",25.00
J5353263,Crown,8.00,4.00,3.00,20.83,"Shift Boot",0.60
J0994759,Crown,14.50,11.50,1.00,31.67,"Clutch Cable",1.40
J5752279,Crown,11.00,5.00,5.00,10,"Glove Box Compartment",0.50
J5355333,Crown,9.25,9.00,0.50,12.83,"Parking Brake Cable",0.30
J8124513,Crown,3.00,1.50,1.50,15,"Drum Brake Adjuster",0.30
55351281AE,Crown,15.00,2.75,2.25,200,"Steering Shaft",3.00
55135901AB,Crown,46.00,34.00,3.50,164.67,Fender,10.90
J5752395,Crown,11.50,9.50,1.50,20,"Speedometer Cable",0.80
J8126775,Crown,3.00,2.00,2.00,20,"Wheel Cylinder",1.30
4389437,Crown,20.25,1.50,1.50,18.33,"Wiper Arm",0.60
640762,Crown,3.00,3.00,3.00,26.67,"Temperature Gauge",0.40
J0800093,Crown,4.00,2.50,1.00,7.5,"Crankshaft Seal",0.10
83504529,Crown,4.25,2.75,2.25,26.67,"Wheel Cylinder",0.10
J3185971,Crown,1.75,1.75,0.50,2.58,"Pinion Crush Sleeve",0.10
J5752810,Crown,4.25,1.25,1.25,5,"Headlight Switch Knob",0.10
J0908331,Crown,14.00,14.00,3.00,283.33,"Ring & Pinion",16.30
J0941877,Crown,13.00,13.00,3.00,86.67,"Brake Drum",15.30
J0999923,Crown,27.50,1.00,1.00,18.33,"Accelerator Cable",0.10
4682396,Crown,10.50,10.25,4.75,22.5,"Radiator Hose",1.10
4862633AA,Crown,4.50,4.50,2.00,158.33,"Differential Carrier Bearing Set",1.50
J0640969,Crown,22.00,1.50,1.50,91.67,"Axle Shaft",7.10
5183148AC,Crown,13.00,11.00,1.50,130,"Heater Core",1.60
68111624AD,Crown,13.50,8.00,5.00,105,"Water Pump",5.20
J0994020,Crown,6.75,1.50,1.25,4.58,"Side Marker Light",0.10
4641944AC,Crown,8.00,4.00,4.00,125,"Clutch Slave Cylinder",9.80
52078551RL,Crown,7.00,5.00,0.50,31.67,"Shifter Park Release Link",0.02
J8126610,Crown,3.50,3.50,1.25,35,"Universal Joint",0.20
68141580AF,Crown,3.25,3.25,1.25,113.33,"Key Fob",0.13
4589176AC,Crown,8.00,7.50,4.75,75,"Liftgate Latch Actuator",2.00
SB30035,Crown,12.00,12.00,4.50,58.8,"Soft Top Storage Sleeve",3.31
4779451AD,Crown,19.00,3.00,3.00,25,"Brake Hose",0.50
J5752816,Crown,1.75,1.75,0.75,5,"Dash Light",0.02
5252956,Crown,31.00,7.00,7.00,191.67,"Axle Shaft",16.00
J5353851,Crown,3.00,3.00,2.00,7.5,"Leaf Spring Bushing",0.40
68273160AE,Crown,71.00,18.00,3.50,65,"Fascia Splash Shield",2.80
52019480AF,Crown,26.00,10.00,5.25,416.67,"Catalytic Converter",6.40
RT26080,Crown,24.00,14.25,4.25,297,"Grille Inserts",5.13
5105573AA,Crown,4.50,4.50,2.00,26.67,"Wheel Speed Sensor",0.31
J5362158,Crown,1.50,1.50,12.50,12.5,"Fuel Filler Hose",0.60
55113748AA,Crown,23.50,3.50,0.75,38.33,"Hood Support",0.60
55038177AE,Crown,54.00,10.00,7.00,76.67,"Transmission Cooler Hose Set",2.00
J5752771,Crown,5.75,5.50,2.50,23.33,"Parking Light",0.60
68154897AB,Crown,15.50,11.25,7.00,183.33,"Evaporator Core",4.40
5072437AB,Crown,13.50,3.00,1.00,35,"Accessory Drive Belt",0.80
68388751AA,Crown,9.50,9.25,9.25,310,"Differential Case Assembly",13.40
J8131660,Crown,6.25,6.00,3.25,108.33,"Output Shaft",4.10
RT28095,Crown,59.50,12.00,10.50,500,"LED Light Bar & Bracket Kit",35.40
RT31055,Crown,12.75,11.50,3.75,163.34,"Brake Line Kit",2.20
5XV45TZZAA,Crown,70.00,20.00,7.50,350,"Fascia Surround",3.40
68083202AC,Crown,4.00,2.50,2.50,30,"PCV Valve",0.20
TJXJ9702K,Crown,14.00,13.50,3.00,216.67,"Clutch Kit",17.00
52028987AB,Crown,15.00,5.50,3.25,20,"Radiator Hose",0.90
52029152AB,Crown,7.50,7.50,4.25,73.33,"Fan Clutch",3.00
5066245AA,Crown,4.00,1.00,0.75,2.67,"Anti-Rattle Clip",0.10
68417854AA,Crown,7.50,5.00,4.75,216.67,"Pinion Flange",3.80
J0999978,Crown,10.00,10.00,2.00,21.67,"Parking Brake Cable",1.30
5127562AC,Crown,16.25,8.25,6.75,315,"Fuel Module",3.10
4801778AI,Crown,9.75,8.00,6.50,483.33,Alternator,16.00
52037712AB,Crown,11.00,1.00,1.00,9.17,"Sway Bar Link",0.40
68253406AB,Crown,4.50,4.50,2.00,9.17,"Coil Spring Isolator",0.38
68249844AC,Crown,14.50,14.00,4.75,125,Mirror,4.20
RT29006,Crown,8.00,6.00,4.50,63.33,"Switch Plate",0.60
4766543AA,Crown,20.50,13.00,4.00,150,"Control Arm",12.30
52079884AA,Crown,2.50,2.00,2.00,10,"Radiator Isolator",0.13
J0630305,Crown,15.50,4.50,0.13,5.67,"Valve Cover Gasket",0.10
5017462K,Crown,22.00,21.00,3.50,81.67,"Door Weatherstrip Kit",3.60
52028985AC,Crown,17.00,5.50,3.75,17.5,"Radiator Hose",0.90
J5351821,Crown,14.00,14.00,1.50,70,Flexplate,5.60
J5355891,Crown,27.00,2.00,1.50,41.67,"Power Steering Pressure Hose",0.60
4694761AC,Crown,3.50,11.25,22.50,133.33,"Control Arm",11.00
52028986AB,Crown,9.00,5.00,3.50,15.83,"Radiator Hose",0.50
52005638K,Crown,7.00,2.25,2.00,23.33,"Sway Bar Link Kit",0.60
52088208AB,Crown,5.00,22.00,4.00,40,"Control Arm",3.10
J5358568,Crown,13.00,12.50,5.00,126.67,"Hub & Rotor Assembly",22.00
5014785AB,Crown,5.50,7.00,9.00,91.67,"Brake Caliper",4.50
68282329AA,Crown,12.50,12.50,5.00,125,"Control Arm",6.00
55037465AA,Crown,29.00,20.00,5.25,233.33,"A/C Condenser",8.30
68260466AB,Crown,4.00,2.50,2.50,31.67,"Steering Adjuster",0.40
RT35009,Crown,2.25,2.25,0.88,3,"Valve Cover Grommet",0.06
52079528AD,Crown,29.00,26.50,8.50,225,"Cooling Fan Module",14.90
6510197AA,Crown,5.00,3.00,0.50,0.75,Nut,0.02
J0802951,Crown,4.00,2.50,2.50,25,"Wheel Cylinder",1.30
4861401,Crown,16.00,3.00,1.00,20,"Accessory Drive Belt",0.10
J3217480,Crown,1.00,0.50,0.50,18.33,"Clutch Fork",0.10
68087900AA,Crown,15.00,4.00,2.25,175,"Transfer Case Chain",4.60
J3227329,Crown,9.50,0.50,0.50,2.5,"Push Rod",0.10
5189057AB,Crown,2.50,2.00,2.00,75,"Shift Solenoid",0.25
56049433AE,Crown,4.00,4.00,1.75,48.33,"Power Seat Switch",0.20
J5461816,Crown,3.00,3.00,2.00,6.33,"Headlight Dimmer Switch",0.30
68238602AA,Crown,16.50,9.50,7.00,250,"Evaporator Core",4.60
5078554AA,Crown,2.50,2.00,2.00,17.5,"Transmission Speed Sensor",0.13
5GJ63HS5AC,Crown,64.50,16.00,14.00,225,Fascia,7.40
J5462736,Crown,3.50,7.50,7.50,15,"Mirror Head",1.40
4721547AC,Crown,6.50,6.00,3.00,30,"Strut Mount",2.00
52059566AC,Crown,43.00,15.00,6.50,1133.33,"Exhaust Pipe",12.60
68249845AC,Crown,14.50,14.00,4.75,208.33,Mirror,4.20
56007243,Crown,4.75,2.00,1.50,40,Flasher,0.06
4721762AJ,Crown,6.00,6.00,6.00,141.67,"Hub Assembly",9.80
