Number,Width,Length,Height,Price,Description,Weight
68393983AA,9.25,9.50,9.25,383.33,"Differential Case Assembly",16.60
55024255MK,6.00,29.00,1.00,46.67,"Door Glass Weatherstrip Master Kit",1.20
68395126AA,3.50,3.75,1.75,20,"Under Hood Light",0.13
5078556K,9.25,12.50,6.00,55,"Transmission Pan Kit",4.40
J5758687,3.00,3.00,2.00,40,"Wiper Switch",0.20
J5764204,6.00,8.00,4.50,60,"Tail Light",1.40
J5965338,9.50,5.00,2.00,23.33,"Rear View Mirror",0.40
68248291AC,21.00,36.00,8.00,58.33,"Power Steering Return Hose",1.60
J3173076,3.00,1.00,3.00,1.25,"Crankshaft Oil Slinger",0.10
J5764665,10.00,13.00,11.00,38.33,"Battery Tray",3.00
J8130878,1.50,1.50,0.75,10.83,"Input Shaft Bearing",0.10
5020846AA,5.50,5.75,2.50,30,"Hood Latch",0.60
53013360AA,1.50,3.00,1.50,5.33,"PCV Valve Elbow",0.06
J0802925,15.00,15.00,1.00,36.67,"Flywheel Ring Gear",3.50
5017117AA,3.25,3.25,1.25,36.67,"Wiring Harness Repair Kit",0.13
J6416783,4.75,8.25,3.75,65,"Fuel Pump",1.40
55155765AA,1.13,1.13,0.25,7.5,"Wiper Arm Nut Cap",0.02
J4485691,4.00,4.50,0.75,5.83,"Axle Shaft Seal",0.40
68352789AC,8.50,59.00,6.00,105,"Bumper Beam",11.60
5014740AA,1.50,1.50,1.25,11.67,"Rack & Pinion Bushing",0.20
J8053050,5.50,28.00,0.25,27.5,"Valve Cover Gasket",0.20
5073247AA,8.25,8.50,5.50,483.33,"Ring & Pinion Kit",11.60
5064771AC,5.00,5.00,2.00,53.33,"Antenna Base",0.50
J5354528,6.00,14.00,2.25,16.67,"Radiator Hose",1.00
5160365AD,11.50,15.50,6.75,140,"Tail Light",2.50
4593892AA,6.00,6.50,3.00,113.33,"EGR Valve",2.00
J5357394,3.25,3.25,1.00,16.67,"Wheel Bearing Cup",0.30
68111470AB,20.00,72.00,7.75,250,Fascia,3.00
4809117AC,5.25,25.50,4.25,30,"Fuel Filter",0.90
J8130879,2.25,2.25,0.12,5,"Main Shaft Thrust Bearing",0.10
J0973819,1.25,11.00,0.50,10,"Wiper Blade",0.10
J5452266,1.25,1.50,1.25,4.17,Flasher,0.10
5018437AA,12.50,13.00,5.00,466.67,"Ring & Pinion",19.50
5072976AA,10.50,11.00,9.00,600,"Differential Case Kit",16.00
4809147AA,3.00,5.00,0.63,7.67,"Radiator Hose Clamp",0.06
4781528AA,6.00,18.00,0.50,23.33,"Valve Cover Gasket",0.40
5012873AA,8.00,35.00,8.00,383.33,"Axle Shaft Assembly",22.40
J0943138,3.25,3.25,0.50,2.33,"Drum Brake Self Adjusting Cable",0.10
5184772AB,3.00,5.00,0.50,8.33,"Camshaft Position Sensor Seal",0.02
J0926945,3.75,8.00,3.75,7.67,"Air Intake Duct",0.40
RT21053,9.50,14.75,4.00,291.66,"Suspension Lift Kit",17.00
68028440AA,2.75,17.50,1.00,17.5,"Wiper Blade",0.30
J0939734,3.25,3.25,0.50,3.33,"Crankshaft Seal",0.10
J5355325,11.00,11.00,1.00,25,"Parking Brake Cable",0.60
4893445AA,3.00,5.00,0.06,5.83,"Oil Pickup Tube O-Ring",0.06
52068964AB,8.00,8.00,5.50,246.67,"Hub Assembly",10.30
6V,4.75,11.50,2.75,50,"Wiper Motor Kit",1.50
8122392DN,3.00,18.25,2.00,232.15,"Transfer Case Chain",6.30
J8127415,3.25,3.25,1.25,20.83,"Synchronizer Blocking Ring Set",0.30
68241631AA,3.00,3.00,2.00,6,"Oil Filler Cap",0.19
RT28088,8.50,23.50,3.50,73.5,"LED Light Bar Windshield Bracket Set",9.80
68240769AA,3.00,9.00,0.50,3,"Push Rod",0.13
5AG30JX9,20.00,43.00,6.00,28.33,"Fender Flare",1.70
J0640397,2.75,2.75,0.50,8.5,"Synchronizer Blocking Ring",0.20
J0932295,2.50,2.50,0.50,1.08,"Output Seal",0.10
5166017AB,1.50,2.25,0.75,20,"Soft Top Bow Knuckle",0.13
J3225187,7.25,10.25,0.12,2.67,"Timing Cover Gasket",0.10
68397155AA,5.00,7.25,5.00,95,"Stub Shaft",4.60
RT27062,5.00,10.00,5.00,53.33,"Grab Handle Set",4.80
J0647585,0.50,30.00,0.50,10.67,"Oil Filter Hose",0.20
J8126774,6.50,5.50,6.50,61.67,"Water Pump",8.30
68003339AD,8.25,12.00,7.00,300,"Fuel Module",3.00
J8131669,2.50,2.50,0.25,2.75,"Output Seal",0.10
68401159AA,4.50,4.50,4.00,75,"Differential Carrier Bearing Set",2.40
83503634,1.00,1.00,2.00,114.4,"Fuel Pump",1.60
J0946965,2.00,9.00,6.00,76.67,"Steering Bellcrank",3.00
5003843AB,3.25,3.25,1.25,50.27,"Ignition Cylinder Repair Kit",0.40
J8134266,2.25,7.00,2.00,73.33,"Brake Master Cylinder Repair Kit",0.40
68048755AA,10.75,13.75,10.50,120,"Brake Booster",10.00
68164627AA,1.25,3.25,1.25,20,"Coolant Temperature Sensor",0.13
68078776AA,5.00,5.00,2.00,123.33,"Piston Ring Set",0.38
53032700AB,10.00,11.00,2.00,14.83,"Air Filter",1.00
5147215AD,19.00,48.00,18.00,258.33,Muffler,18.50
68232842AD,2.00,2.50,2.00,250,"Diesel Exhaust Fluid Injector",0.13
52002633PLMK,24.00,37.00,13.50,650,"Fuel Tank & Skid Plate Master Kit",52.60
J8131670,0.50,0.50,0.25,1.5,"Shift Fork Insert",0.10
J5364621,9.00,3.00,7.00,26.67,"Clutch Bellcrank",1.40
RT23011,6.00,8.00,4.50,115,"Stub Shaft",4.20
68251376AA,3.00,3.00,3.00,13.33,"Sway Bar Bushing",0.20
52010144AA,13.75,14.00,5.25,106.67,"Brake Rotor",31.40
55111302AA,8.00,9.25,1.25,8.33,"Cabin Air Filter",0.19
55076470AC,52.00,61.00,3.00,366.67,Hood,45.00
83505431,10.75,11.25,9.50,816.67,"Differential Case Kit",22.00
4663634AB,2.50,12.00,1.00,23.33,"Timing Chain Tensioner Arm",0.30
J3201961,2.00,3.75,1.00,1.65,"Drum Brake Self Adjusting Cable",0.10
J3172564,3.25,1.25,3.25,15,"Pinion Bearing Cup",0.60
55019988K,16.00,23.00,1.50,30,"Windshield Weatherstrip Kit",2.00
J5360135,1.00,1.00,1.00,1,"Shifter Shaft Bushing",0.10
53010234,4.25,14.50,1.00,32.5,"Accessory Drive Belt",0.50
J5370014,3.25,3.25,1.25,2.83,"Fuel Sending Unit Lock Nut",0.20
5072390AA,5.25,5.25,5.00,30,"CV Joint Boot Kit",0.80
53020689AB,8.00,8.00,5.50,80,"Harmonic Balancer",9.60
53010284,3.00,11.00,1.00,22,"Accessory Drive Belt",0.40
4797685,7.50,8.50,3.00,32.93,"Ignition Wire Set",1.10
68293716AC,8.50,58.50,6.00,105,"Bumper Beam",12.40
J5361468,4.00,8.00,4.00,50,"Fuel Sending Unit",0.40
53034019AD,8.50,12.00,3.50,17.5,"Air Filter",0.90
55075702AH,7.00,9.00,6.00,47.5,"Windshield Hinge",3.80
J5362131,9.50,9.75,2.25,40,"Parking Brake Cable",1.60
6506104AA,0.75,0.75,0.63,4.61,Nut,0.02
J0906200,5.00,5.00,8.00,158.33,"Cluster Gear",7.00
J0912017,4.75,6.50,3.75,45,"Fuel Pump",1.70
68249136AA,3.00,3.00,2.00,15.83,"Coolant Bottle Cap",0.13
5038786AD,4.50,8.50,1.50,158.34,"Lifters & Tray Kit",1.40
5272448AA,3.25,3.25,1.75,75,"Wheel Bearing",1.70
5014425AB,3.00,4.00,2.50,30,"Wheel Cylinder",0.90
5459189AL,5.50,6.00,1.25,4.67,"Wiper Switch Knob",0.40
J0645964,8.00,8.00,6.00,2.08,"Shackle Plate",0.30
J3157273,3.25,3.25,1.00,63.33,"Differential Carrier Bearing Cup",0.40
83505020,10.75,11.50,9.75,783.33,"Differential Case Kit",19.80
RT29002,13.00,20.50,4.50,216.67,"Gauge Panel",2.90
68267180AA,4.00,4.00,4.00,20,"CV Joint Boot Kit",0.25
J3170947,3.25,3.25,1.25,31.67,"Pinion Bearing",0.70
J0923146,1.50,2.50,1.50,4.17,"Points Set",0.10
4606869AB,2.50,8.00,2.50,36.67,"Ignition Coil",0.50
55003234,1.25,13.75,1.25,8,"Fender Flare Retainer",0.13
68398730AA,9.25,9.50,9.00,416.67,"Differential Case Assembly",21.40
J0808770,11.00,11.00,3.00,58.33,"Brake Drum",10.00
52128118AC,11.50,12.50,2.00,18.33,"Parking Brake Cable",0.90
5184294AE,9.00,15.00,4.25,225,"Engine Oil Filter And Cooler Assembly",4.00
5184356AE,3.00,3.00,2.00,41.67,"Crankshaft Gear",0.60
5012691AB,11.50,16.00,7.50,100,"Heater Core",3.30
55037359AB,8.00,11.00,7.50,491.67,Compressor,16.90
5048234AA,8.00,12.00,1.00,36.67,"Valve Cover Gasket",0.19
53022192AK,12.00,16.75,7.75,141.67,"Water Pump",9.40
RT31053,11.50,12.75,3.75,163.34,"Brake Line Kit",2.00
4721721AA,11.00,10.00,12.00,200,"Brake Booster",9.00
52106057AA,3.00,10.50,2.00,21.67,"Sway Bar Link",1.10
4666129P,5.00,5.00,2.00,75,"Piston & Pin",1.20
55345013,9.00,12.50,9.00,18.33,"Battery Tray",3.10
J5351775,9.00,13.00,1.00,11.67,"Speedometer Cable",0.50
RT31048,14.25,14.75,5.25,105,"Brake Rotor",18.60
6501474,3.00,5.00,0.75,2.92,Bolt,0.02
68334991AA,25.00,81.00,23.00,566.67,Fascia,11.40
52079369AD,8.00,35.00,4.25,56.67,"Transmission Cooler Hose",0.60
4861480AA,8.50,9.50,1.75,9.5,"Air Filter",0.60
5073014AA,10.50,11.00,9.00,800,"Differential Case Kit",17.90
RT20045,18.00,39.50,12.50,408.33,Bumper,64.40
6504521,0.50,1.75,0.50,2.33,Retainer,0.20
53032857AB,3.25,20.25,1.00,40,"Accessory Drive Belt",0.44
J0636344,1.75,1.75,0.75,2.83,"Axle Shaft Nut",0.20
52098208,5.50,46.25,5.50,900,"Drive Shaft",20.00
52106058AA,3.00,8.50,2.00,21.67,"Sway Bar Link",0.90
55155808AA,10.50,10.50,10.25,214.93,Headlight,2.90
55075703AH,6.50,10.00,6.00,47.5,"Windshield Hinge",3.00
55136351AD,3.50,3.50,10.50,33.33,"Door Handle",0.60
68346916AA,12.25,12.50,5.00,200,"Water Pump",7.80
52059821AS,19.50,45.00,7.00,158.33,"Fuel Filler Hose",5.80
4762494,4.75,5.25,4.50,25,"CV Joint Boot Kit",0.90
J0929393,2.25,2.25,2.00,4.17,"Shift Knob",0.20
5273710AB,8.00,8.75,3.50,86.67,"Clutch Master Cylinder",0.80
RT26006,3.00,4.00,1.50,4.58,"Hood Catch Kit",0.30
68246739AA,5.50,25.50,4.25,113.33,"Trailing Arm",7.00
83500300,3.25,3.25,1.25,7.45,"Connecting Rod Bearing",0.10
A6748,3.75,7.25,2.00,108.33,"Crankshaft Main Bearing Set",1.10
J4004110,0.50,2.00,0.50,2.5,"Exhaust Manifold Stud",0.10
55234618,7.00,61.00,4.00,76.67,Bumper,18.10
J0641282,3.50,3.75,1.75,46.67,"Crankshaft Gear",2.10
55078144AA,3.00,3.00,3.00,17.5,"Side Marker Light",0.10
J0942113,3.00,3.00,1.00,45,"Output Shaft Bearing",0.60
J3186107,3.50,4.25,3.25,11.67,"Engine Mount",1.40
638539,3.00,5.00,0.38,1,"Cylinder Head Nut",0.02
68166540AA,1.25,3.25,1.25,36.67,"Knock Sensor",0.13
J0804484,4.00,7.50,4.00,146.67,"Oil Pump",4.00
55254929,12.00,16.00,7.00,16.67,"Fender Flare Extension",3.00
55395661AF,3.00,42.00,3.00,58.33,"Tailgate Weatherstrip",0.60
53013298AA,3.00,14.00,1.00,56.67,"Accessory Drive Belt",0.50
J0649948,2.50,4.00,2.50,28.33,"Wheel Cylinder",1.50
56029085AA,3.25,1.50,3.25,48.33,"Oxygen Sensor",0.30
J5459081,1.00,1.00,0.25,5.83,"Windshield Wiper Spacer",0.10
55078145AA,3.00,3.00,3.00,14,"Side Marker Light",0.20
J0908006,3.25,7.00,0.12,1.67,"Knuckle Seal Retaining Plate",0.20
J8120097,1.00,1.50,1.00,28.33,"Steering Column Sector",0.10
J0644366,2.25,3.00,2.25,8.5,"Clutch Release Bearing Sleeve",0.60
J0648594,1.50,1.50,1.25,1.17,"Leaf Spring Bushing",0.10
6104374AA,0.75,1.75,0.75,4.17,Bolt,0.06
J8120193,3.00,3.00,2.00,18.33,"Starter Drive",0.80
5ED18T3X,7.25,51.00,5.25,80,Bumper,16.80
J0805329,4.00,4.00,1.25,25,"Pinion Bearing Cup",0.70
J3232138,12.50,16.00,7.00,48.33,Flexplate,7.00
J5370019,2.50,36.50,2.50,17.5,"Power Steering Return Hose",0.31
55078148AC,8.50,8.75,8.25,90,Headlight,1.70
J8134018,2.00,2.00,0.25,5.67,"Thrust Bearing",0.10
55078149AC,8.50,8.75,8.25,90,Headlight,1.00
J3242393,1.50,3.50,1.50,7.92,"Rocker Arm",0.30
J5351252,0.75,3.25,0.25,2.17,"Clutch Fork Spring",0.10
J3172565,3.25,3.25,1.25,23.33,"Differential Carrier Bearing",0.60
4891691AA,2.00,12.00,7.00,13.17,"Air Filter",0.50
J5352825,0.75,17.00,0.75,15,"Brake Hose",0.30
J0991720,3.25,3.25,1.25,25,"Clutch Release Bearing",0.60
55395993AB,2.50,3.63,2.50,10.83,"Spare Tire Bumper",0.25
J3156063,3.25,3.25,1.25,20,Bearing,0.50
52087786,3.75,20.25,3.50,40,"Control Arm",4.80
4743041AD,2.25,2.25,1.50,4.33,"Sway Bar Bushing",0.30
J3167049,1.50,1.50,1.00,1.67,"Clutch Boot",0.10
J3180370,2.75,4.00,1.50,5.83,"Clutch Fork Boot",0.10
J0916361,6.00,6.25,3.00,123.33,"Differential Gear Set",3.80
5014357AA,11.25,11.25,11.25,483.33,"Ring & Pinion Kit",16.90
J0630112,3.00,5.50,1.00,7.5,"Clutch Fork",0.40
J0801539,9.00,15.00,7.00,90,"Piston & Pin",3.00
53020183,7.00,20.00,6.50,364,"Cylinder Head",42.00
J0923808,7.50,8.25,5.00,146.67,Carburetor,4.40
RT26061,9.50,56.00,8.00,191.67,"Side Steps",31.00
J0642189,6.00,6.00,3.25,158.33,"Intermediate Gear",5.60
J5758172,6.00,6.25,3.00,32.5,"Door Handle",1.30
RT34082,3.75,13.00,3.75,143.33,"Tailgate Hinge Set",4.50
J3172313,2.00,1.00,2.00,1.67,"Camshaft Expansion Plug",0.10
55116868AB,7.00,4.00,20.00,25.83,"Radiator Hose",0.70
J3206690,5.00,1.00,24.00,8.17,"Engine Oil Pan Gasket Set",0.30
5018063AA,4.00,4.00,4.00,25,"CV Joint Boot Kit",0.60
J0914802,4.50,4.50,0.50,5.83,"Axle Shaft Seal",0.30
68312884AA,5.50,5.75,2.00,366.67,"Axle Locker Actuator",2.80
J3107002,0.50,0.75,0.12,0.83,"Timing Sprocket Woodruff Key",0.10
A147,1.00,3.50,1.00,1.58,"Transfer Case Mounting Bolt",0.30
J3201957,0.75,1.75,0.50,0.38,"Drum Brake Adjuster Cover",0.10
55155230AB,9.00,14.50,7.75,163.33,Mirror,3.20
J0938092,1.25,1.75,1.25,5.17,"Oil Pressure Sending Unit",0.10
J3172332,2.00,3.50,0.12,0.83,"Oil Pump Gasket",0.10
68058766AA,0.75,2.25,0.75,13.33,"Tpms Valve Stem",0.06
J3190517,3.00,3.00,2.00,58.33,"Clutch Release Bearing",0.80
J3234234,5.50,5.50,2.50,40,"Camshaft Sprocket",2.10
J0052800,3.25,3.25,1.25,17.5,"Bearing Cup",0.40
J0999529,8.00,39.00,2.00,108.33,"Leaf Spring Assembly",22.00
J3220248,1.25,3.25,3.50,10.84,"Oil Filler Cap",0.20
J3228191,9.00,15.00,7.00,45,"Fuel Pump",1.30
55038106AA,7.50,7.50,4.50,81.67,"Fan Clutch",3.30
5019855AA,10.75,11.00,9.25,916.67,"Differential Case Kit",20.90
J3239949,14.00,22.00,1.00,17.5,"Parking Brake Cable",0.90
J3241731,6.00,8.00,1.00,15,"Valve Cover Gasket",0.10
J8124803,0.75,2.00,0.75,1.33,"Wheel Stud",0.10
55155232AC,10.00,16.00,7.00,90.13,Mirror,3.40
J3222723,1.00,1.00,0.75,4,"Pilot Bushing",0.10
J0934281,0.75,0.75,1.50,3.17,"Shift Rod Cap",0.10
J3239821,4.50,4.50,1.50,65,"Drive Belt Idler Pulley",1.30
55155233AC,10.25,15.75,7.00,90,Mirror,3.40
J8120280,8.00,8.25,8.00,250,"Differential Case",14.10
J3173681,3.25,5.50,2.75,12.5,"Engine Mount",1.30
J3224964,4.50,4.50,2.00,53.33,"Ignition Module",1.10
4777394,3.25,3.25,1.50,33.33,"Timing Belt Idler Pulley",0.80
J0648360,3.00,3.00,2.00,8.17,"Radiator Cap",0.20
J0924160,6.75,9.00,1.00,33.33,"Carburetor Repair Kit",0.30
J4486141,1.25,1.25,0.50,1.17,"Worm Shaft Seal",0.10
J0641769,0.75,0.75,0.50,0.75,"Connecting Rod Nut",0.10
J3162323,1.25,1.50,1.25,16.47,"Differential Spacer",0.30
J3156157,0.50,0.50,0.25,1.08,"Valve Spring Lock",0.10
J3204202,1.25,1.75,1.00,4,"Points Set",0.10
J0935650,10.00,12.00,3.75,316.67,"Ring & Pinion",14.20
J3218976,0.75,0.75,0.75,1.67,"Valve Seal",0.10
J0945345,8.25,8.50,5.50,583.33,"Ring & Pinion Kit",12.10
4764500AC,12.25,22.75,5.00,116.67,"Control Arm",17.30
J3172563,3.25,3.25,1.25,28.33,"Pinion Bearing",0.90
J3241062,2.00,2.50,2.00,7.67,"Shift Knob",0.30
J4200095,1.50,1.50,0.50,9.17,"Hub Nut",0.20
J3201947,1.50,2.50,0.50,0.82,"Drum Brake Self Adjusting Cable Guide",0.10
J4006495,1.00,1.00,0.50,3.5,"Shift Knob Lock Nut",0.10
55155446AB,7.75,14.50,9.25,91.67,Mirror,3.20
J4486635,3.25,3.25,1.25,29.17,"Distributor Drive Gear",0.30
J0936612,7.50,8.50,0.12,1.08,"Transfer Case Gasket",0.10
55155460AC,2.50,4.00,2.50,11.67,"Side Repeater Light",0.10
55155461AC,2.50,4.00,2.50,11.67,"Side Repeater Light",0.10
J3236726,0.75,1.00,0.75,5,"Pilot Bushing",0.10
J4006698,0.50,1.00,0.50,1.17,"Universal Joint Strap Bolt",0.60
5184105K,5.00,5.00,2.00,191.67,"Crankshaft Main Bearing Set",0.75
55155552AD,13.00,18.00,9.00,265,Headlight,7.00
J5355063,0.50,2.50,0.50,6.67,"Clutch Adjuster",0.10
J3156062,3.25,3.25,1.25,13.33,"Bearing Cup",0.30
J3213751,1.00,1.00,1.00,4.17,"Pilot Bushing",0.10
J3225981,0.75,1.00,0.75,1.5,"Pedal Bushing",0.10
55155553AD,13.25,18.00,8.50,265,Headlight,7.00
J3242280,5.75,2.25,5.75,32.5,"Camshaft Sprocket",1.30
RT34069,5.50,6.00,4.00,250,"Door Hinge Set",7.30
4857345AA,0.88,1.75,0.88,2,Retainer,0.02
J8131672,0.75,11.25,0.75,38.33,"Shift Rod",0.90
J3204585,2.00,3.00,2.00,2.67,"Distributor Condenser",0.06
J3234451,4.00,4.00,6.00,9.17,"Distributor Cap",0.40
5083667AB,6.00,29.00,6.00,233.33,"Axle Shaft Assembly",13.40
J8126741,4.25,2.75,2.50,20.83,"Wheel Cylinder",1.50
68266646AD,13.00,18.50,10.00,466.67,Headlight,7.20
68289235AD,13.00,18.50,10.00,350,Headlight,7.20
J3182601,1.50,1.50,0.75,4.67,Nut,0.80
J4487696,3.25,3.50,1.50,3.33,"Steering Shaft Bushing",0.30
52087902AB,12.00,13.00,3.00,35,"Power Steering Pressure Hose",0.90
4798681AB,11.50,15.00,7.00,225,"Evaporator Core",3.80
4856672AC,10.00,19.00,10.00,158.33,"Brake Booster",9.00
J5758173,6.00,3.00,6.25,32.5,"Door Handle",1.30
J5362722,7.00,7.00,4.00,60,"Fan Clutch",3.10
55155761AA,7.50,5.00,9.00,18.33,"Bumper End Cap",0.50
J3181340,5.50,14.00,4.25,183.33,"Oil Pump Kit",5.20
68036128AA,10.50,11.00,9.00,1583.33,"Differential Case Assembly",27.60
J0645980,1.50,1.50,0.50,1.08,"Bearing Seal",0.10
J3156066,3.25,3.25,1.25,23.33,"Pinion Bearing",0.70
J3221283,2.00,3.00,0.12,1.33,"EGR Valve Gasket",0.10
J3226242,4.00,6.00,4.00,40,"Oil Pump Cover",1.10
5080215AA,3.75,20.75,2.25,216.67,"Transfer Case Chain",5.30
J3174685,2.50,2.75,0.12,0.92,"Fuel Pump Gasket",0.10
J0649454,0.75,1.00,0.75,1.5,"Ring Gear Bolt",0.40
52101093AB,22.50,37.00,14.50,983.33,"Front Pipe",14.50
J3174730,1.00,1.00,0.75,3.5,"Pilot Bushing",0.10
68105583AF,9.00,15.00,4.25,225,"Engine Oil Filter And Cooler Assembly",4.00
J3240553,0.75,0.75,2.25,2.17,"Universal Joint Strap",0.10
55155910AC,4.00,12.00,3.00,21.67,"Parking Light",0.60
55155911AC,4.00,12.00,3.00,21.67,"Parking Light",0.60
55155921AA,11.00,37.00,1.00,73.33,Grille,2.00
55156018AB,6.00,6.50,4.00,36.67,"Fog Light Insert",0.40
68004094AB,8.25,8.25,5.50,658.33,"Ring & Pinion Kit",10.60
J4486626,0.75,2.75,0.75,4.17,"Connecting Rod Bolt",0.10
4682591,18.00,38.00,5.00,182,"A/C Condenser",6.40
5083790AA,5.75,6.75,6.25,53,"Brake Caliper",6.50
55156351AH,15.50,20.00,9.50,130,Headlight,6.10
J8120360,9.00,9.25,0.25,3,"Differential Cover Gasket",0.10
5047790AA,3.00,13.00,1.50,25,"Timing Chain Tensioner Arm",0.20
55156489AA,6.00,6.50,3.00,11.67,"Parking Light",0.40
J3189874,3.00,3.75,0.12,1,"Thermostat Housing Gasket",0.10
J4488141,4.00,4.00,1.63,60,"Input Shaft Bearing",1.20
J3193369,1.25,3.00,0.50,1,"Accelerator Pedal Spring",0.10
J8124525,3.00,7.00,1.50,14,"Drum Brake Automatic Adjuster Kit",0.40
5140655AA,2.50,17.50,1.00,15,"Wiper Blade",0.20
68400739AA,6.00,29.00,5.75,325,"Axle Shaft Assembly",18.00
J3212004,2.00,3.00,2.00,21.67,"Oil Pressure Sending Unit",0.40
53021001AB,9.75,17.75,1.50,30,"Engine Oil Pan Gasket",1.60
J3230413,0.75,1.50,0.75,0.87,"Wheel Stud",0.10
55116870AC,6.00,4.00,19.00,19.17,"Radiator Hose",1.30
55156767AE,4.25,12.25,3.25,38.33,"Parking Light",0.60
J0273573,0.75,1.00,0.75,2.5,"Differential Cover Bolt",0.10
68393535AA,8.75,8.75,7.00,416.67,"Ring & Pinion",14.80
J3208985,2.75,5.50,2.75,35,"Camshaft Bearing Set",0.40
RT20044,16.00,49.00,12.00,378.33,Bumper,70.60
J3193613,2.75,2.75,0.50,3.33,"Crankshaft Seal",0.10
J0925447,3.25,3.25,1.25,10,"Wheel Bearing Cup",0.30
J0359039,0.75,1.75,0.75,4.75,"Leaf Spring Bushing",0.10
J3238138,1.05,2.00,0.75,3,"Wheel Stud",0.10
J5355286,11.50,15.00,1.00,30,"Parking Brake Cable",1.00
J0645595,2.50,1.25,2.50,17.5,"Camshaft Bearing",0.20
J0648852,3.50,3.50,0.12,1.33,"Thermostat Housing Gasket",0.10
J3230757,4.00,4.00,4.00,17.5,"Distributor Cap",0.40
J5364620,3.00,22.00,0.50,14.17,"Clutch Rod",1.40
RT33019,4.00,12.28,4.00,18,"Tree Saver Strap",2.13
55157112AB,1.75,1.75,1.00,1.67,Retainer,0.10
5149171AA,3.50,3.75,1.75,48.33,"Oxygen Sensor",0.30
J5359457,2.75,2.75,0.50,4.17,"Input Seal",0.10
J8127418,0.25,0.75,0.12,3.33,"Synchronizer Plate",0.10
55157141AA,10.00,10.00,9.00,77.5,Headlight,3.00
J5352620,0.75,3.00,0.50,6.67,"Brake Light Switch",0.10
J5352689,2.00,20.50,2.00,31.67,"Brake Hose",0.40
J5358879,4.25,1.00,1.00,5.83,"Transmission Insulator Stud",0.10
J0809294,0.25,1.25,0.25,0.3,"Intermediate Gear Bearing",0.10
55116931AA,19.25,30.00,4.50,300,"A/C Condenser",8.90
J0930731,9.50,9.00,1.50,53.33,"Clutch Disc",2.40
53022307AA,8.13,20.13,0.06,36.67,"Cylinder Head Gasket",0.60
5047505AA,3.25,3.25,1.50,31.67,"Timing Chain Tensioner",0.56
J0933737,3.50,3.50,1.50,23.33,"Output Shaft Bearing",0.40
J5455997,2.00,2.00,7.00,10,"Door Handle",0.50
5161084AB,7.50,10.25,5.00,100,"Heater Core",1.80
68232186AC,3.00,15.00,1.25,30,"Sway Bar Link",0.60
68401154AA,9.25,9.50,9.00,616.67,"Differential Case Assembly",23.60
J8120393,6.75,11.25,4.50,46.67,"Brake Shoe Set",5.60
55235391AB,24.00,25.00,1.50,43.33,"Windshield Molding",1.40
J5764646,2.00,8.50,1.25,10,"Side Marker Light Base",0.10
J8131680,4.00,4.00,1.50,108.33,"Output Gear",2.40
J9416223,0.38,1.25,0.38,0.33,Screw,0.10
5453950MK,21.00,24.00,3.00,80,"Windshield Frame Weatherstrip Master Kit",5.20
J5361620,3.75,11.00,2.00,20,"Clutch Fork",1.50
RT32019,7.00,7.50,4.75,81.67,"Wheel Spacer Set",8.80
J0945266,1.50,1.50,1.00,2.33,"Transmission Stabilizer Insulator",0.10
J0994277,18.50,20.00,3.00,88.33,"Cooling Fan",4.90
J8130819,3.50,3.50,1.25,15.83,"Output Shaft Bearing",0.20
55360411AB,2.00,25.00,0.50,38.33,"Hood Support",0.40
J4004837,0.75,0.75,0.50,0.92,Nut,0.10
J8130868,3.25,3.25,1.25,17.5,Bearing,0.20
55395653AD,3.25,5.75,2.50,20.83,"Hood Catch",0.30
J3242664,1.00,1.00,1.00,0.75,"Valve Spring Lock",0.10
J5354892,9.00,45.00,3.00,125,"Leaf Spring Assembly",32.00
56001424C,1.50,6.75,1.25,11.5,"Side Marker Light",0.30
J3241858,7.50,4.25,7.50,60,"Fan Clutch",3.30
HC2,3.00,4.00,1.50,4.58,"Hood Catch Kit",0.30
J3177594,0.75,1.75,0.75,6.67,"Coolant Temperature Sensor",0.10
J3224704,2.25,2.25,0.25,2.08,"Crankshaft Seal",0.10
J5362180,4.50,23.00,0.50,10.83,"Accessory Drive Belt",0.30
56007191AC,4.00,4.00,4.00,26.67,Horn,0.70
J3228192,2.00,2.00,2.00,8.33,"Valve Spring",0.20
J3235090,9.00,15.00,3.00,2,"Rocker Arm Pivot",0.10
68159523AC,3.25,3.25,1.50,15,"Brake Pad Spring Kit",0.20
56041822AA,8.50,8.50,8.25,253.33,Alternator,12.20
J5357436,13.50,14.00,3.25,191.67,"Pressure Plate",19.90
J8129434,4.00,19.00,2.00,75,"Steering Stabilizer",5.00
RT30019,9.00,15.00,3.00,26.67,"Mirror Arm",0.60
J3231213,0.75,0.75,0.25,0.63,Fuse,0.10
4865941AC,2.50,4.00,2.55,175,"Headlight Bulb",0.20
J4006948,0.75,3.00,0.75,1.5,"Crankshaft Main Bearing Cap Bolt",0.20
J5362278,4.50,39.00,4.50,600,"Drive Shaft",12.90
J3728196,9.75,11.75,2.70,131.67,"Heater Core",3.30
83506214,1.75,1.75,0.12,2.33,"Input Bearing Snap Ring",0.10
5AD88SP,9.25,15.75,3.50,25,"Instrument Panel Housing",0.81
5AG24JX9,18.00,42.00,4.00,28.33,"Fender Flare",2.00
5AG25JX9,19.00,43.00,2.75,28.33,"Fender Flare",1.31
