Number,Width,Length,Height,Price,Description,Weight
68338536AA,11.00,13.00,2.50,15,"Cabin Air Filter",0.60
RT35006,4.13,4.13,1.38,36,"Throttle Body Spacer Kit",0.44
RT32011,7.50,8.00,4.50,98.33,"Wheel Adapter Set",9.60
52088648AA,2.25,2.00,2.25,12.5,"Control Arm Bushing",0.90
52088637AF,4.50,20.00,21.00,183.33,"Control Arm",27.00
52123871AB,5.50,25.50,4.25,216.66,"Axle Shaft Assembly",13.80
RT25008,4.00,5.75,1.75,22.5,"Door Hinge Bushing Kit",0.31
5066422AA,8.25,8.25,4.50,83.33,"Brake Caliper",9.10
4581954AB,7.00,7.50,5.75,291.67,"Brake Booster Vacuum Pump",4.00
83500526,1.50,4.00,1.50,46.67,"Shift Fork",0.40
5EU79HS5,19.00,71.00,16.00,283.33,Fascia,8.40
5066023AA,5.00,27.00,4.50,191.67,"Axle Shaft Assembly",21.20
52100376AG,34.25,41.50,17.00,366.67,"Fuel Tank Skid Plate",79.00
68014949AA,13.00,20.25,4.50,53.33,"Window Regulator",2.88
52128256AA,9.50,9.50,2.25,28.33,"Parking Brake Cable",1.50
5272715AD,12.00,27.00,5.00,141.67,"Trailing Arm",10.50
68000470AA,3.50,3.75,1.75,40,"Blend Door Actuator",0.31
J0999416,2.25,8.25,1.00,25,"Pitman Arm",1.90
RT28089,6.00,21.50,4.50,73.5,"LED Light Bar Windshield Bracket Set",7.20
52088871AB,2.50,41.50,2.50,40,"Steering Adjuster",8.10
68143070AD,15.00,50.00,3.50,56.67,"Fascia Surround",2.60
5105772AG,5.50,41.25,5.50,163.33,"Axle Shaft Assembly",17.30
55055136,10.00,10.00,3.00,16.67,"Headlight Bezel",0.20
RT27051,23.00,40.00,14.75,825,"Locking Center Console",42.60
52089259AD,3.00,14.00,2.00,36.67,"Brake Hose",0.40
55003238,1.75,9.00,1.25,8,"Fender Flare Retainer",0.20
804535,2.50,8.00,2.50,33.33,"Pitman Arm",1.00
52089347AA,2.75,2.75,2.75,9.83,"Bump Stop",0.10
6503709,0.75,1.00,0.75,0.58,Retainer,0.06
5066056AB,1.75,1.75,0.75,26.67,"Axle Shaft Bushing",0.06
RT27058,4.00,16.75,2.50,43.5,"Grab Handle Set",5.20
55003232,1.50,15.00,1.25,9.17,"Fender Flare Retainer",0.30
55034079,11.00,13.00,3.00,21.67,"Headlight Bezel",0.50
RT29005,4.00,9.00,2.00,36.67,"Trailer Hitch Harness",0.40
52089467AB,1.75,10.75,1.50,24,"Sway Bar Link",1.30
53032389AC,3.50,3.75,3.50,8.33,"Oil Filler Cap",0.30
52089516AB,3.25,5.00,2.50,15.83,"Differential Bushing",0.50
52125175AA,12.25,12.50,5.00,113.33,"Backing Plate Assembly",7.80
55177256AB,3.25,3.25,1.25,20,"Mucket Seal",0.06
68079654AH,17.00,23.00,12.00,200,"Fender Reinforcement",3.40
55076222K,6.00,8.00,4.25,56.67,"Door Handle Kit",2.60
68248006AA,20.00,21.75,3.50,141.67,"Control Arm",11.00
52089629AC,4.00,20.25,4.00,51.67,"Control Arm",4.00
5183525AA,2.00,2.00,0.75,5,"Pinion Crush Sleeve",0.10
68091772AB,19.00,41.25,3.25,68.33,"Engine Splash Shield",2.40
52098679AD,7.50,7.00,8.00,133.33,"Hub Assembly",12.40
RT26084,6.00,8.00,4.50,53.33,"Door Handle Set",3.40
57010214AC,3.00,6.00,3.00,26.67,"Side Marker Light",0.20
52104315AC,12.00,12.50,1.50,148.33,"Clutch Disc",5.40
55156728AB,1.00,1.50,0.75,10.83,"Windshield Washer Nozzle",0.02
5139099AA,2.00,2.50,2.00,38.34,"Lock Cylinder",0.19
5149009AB,2.00,2.50,2.00,18.33,"Crankshaft Position Sensor",0.06
B0015491,3.25,22.00,0.75,7.45,"Accessory Drive Belt",0.30
J0972278,2.25,2.25,0.75,5,"Grille Mount Bushing",0.10
52104591AB,5.00,31.00,4.50,200,"Axle Shaft Assembly",19.40
5182556AD,24.00,54.00,15.00,65,"Fender Liner",1.40
5011261AB,10.00,10.50,10.00,200,"Brake Booster",8.20
5093180AA,8.25,12.00,7.00,124.17,"Brake Caliper",11.20
52088914AA,1.25,3.25,1.25,40,"Quick Disconnect Fitting",0.13
52001144,1.75,2.00,1.75,1.83,"Sway Bar Bushing",0.20
5183429AA,21.00,17.00,74.00,216.67,Fascia,18.50
5184653AF,4.25,12.00,3.25,38.33,"Coolant Crossover",0.60
52079528AB,8.00,29.00,26.00,191.67,"Cooling Fan Module",15.00
68071223AA,5.00,15.25,2.25,161.67,"Transfer Case Chain",4.80
68002389AA,2.50,16.50,1.00,38.33,"Wiper Arm",0.60
6101642,1.25,2.00,0.50,1.83,"Maxi Fuse",0.10
53008134,7.00,31.00,7.00,148.33,"Axle Shaft",17.00
52111779AB,5.50,26.50,4.00,216.67,"Axle Shaft Assembly",20.10
52088634AB,3.00,3.00,2.00,7.5,"Control Arm Bushing",0.40
4627742AA,4.00,4.00,4.00,75,"Drive Belt Tensioner",1.60
52124302AA,3.00,3.00,2.00,4,"Sway Bar Bushing",0.20
4578884AC,5.50,41.25,5.50,200,"Axle Shaft Assembly",23.20
52119686AA,13.00,20.50,4.00,245,"Clutch Hydraulic Assembly",2.00
68024891AB,14.00,21.00,1.00,20.83,"Parking Brake Cable",1.40
34201535,1.00,4.00,1.00,4.17,"Hub Bolt",0.20
6506566AA,0.63,7.25,0.63,4.5,"Headlight Mounting Screw",0.06
52128092AB,7.00,12.00,2.25,35,"Brake Hose",1.10
52128096AB,8.00,24.25,2.00,25.83,"Brake Hose",0.80
4864999AB,14.50,14.75,5.00,183.33,"Evaporator Core",4.90
RT32017,0.75,2.00,0.75,4.17,"Wheel Stud",0.13
5179730AA,7.75,8.50,3.50,96.67,"Brake Caliper",5.40
5105604AD,3.00,19.00,2.50,14.83,"Brake Hose",0.40
52089997AE,3.00,16.00,1.25,36.67,"Brake Hose",0.60
55007134,15.00,18.00,2.50,53.33,"Liftgate Glass Seal",3.00
68267930AA,7.50,8.00,4.50,92,"Brake Caliper",8.60
83506075,3.00,3.25,2.00,36.67,"First Gear Bearing",0.30
52059226AB,7.00,8.00,4.50,60,"Engine Mount",6.30
83506259,3.50,1.25,3.50,61.67,"Cluster Gear Bearing",0.80
52059227AB,6.75,8.25,5.50,60,"Engine Mount",9.40
83503209,1.00,3.25,3.25,51.67,"Cluster Gear Bearing",0.50
52124861AB,4.00,4.00,4.00,13.33,"Cradle Bushing",1.20
52060165AE,6.00,6.00,6.00,30,"Shift Boot",0.80
53020758AC,7.00,1.00,30.00,30,"Valve Cover Gasket",0.40
68086141AA,3.00,3.00,2.00,23.33,"Tail Light Mounting Bracket",0.13
637900,1.00,1.00,0.12,5.83,"Brake Shoe Eccentric Washer",0.10
644552,4.50,4.50,0.50,23.33,"Bearing Adapter",0.90
4779885AC,3.50,13.50,13.80,48.33,"Brake Rotor",13.40
56003105,7.25,9.25,2.00,15.83,"Headlight Bezel",0.20
53010279,4.00,16.00,1.00,30,"Accessory Drive Belt",0.50
83500557,4.50,14.00,4.50,300,"Cluster Gear",8.00
55002244,10.00,11.75,3.00,20,"Headlight Bezel",0.38
52128864AA,3.00,3.00,3.00,13.33,"Control Arm Bushing",0.90
52088620AF,19.00,35.00,4.75,175,"Power Steering Hose Set",3.10
5012825AA,3.50,1.25,3.50,48.33,"Axle Shaft Bearing",0.10
5183520AA,13.00,3.00,13.00,416.67,"Differential Gear Set",5.80
RT21032,1.50,8.75,1.50,31.67,"Sway Bar Link",0.30
52088636AF,18.50,31.50,5.50,183.33,"Control Arm",28.00
5182183AA,11.50,15.25,7.00,108.33,Mirror,4.00
52040112,1.25,2.00,7.50,25,"Pitman Arm",2.40
56005195,2.00,14.00,1.25,15,"Wiper Arm",0.40
52128866AA,2.50,20.00,2.50,71.67,"Control Arm",6.00
53010254,6.00,21.00,1.00,40,"Accessory Drive Belt",0.30
83500519,0.75,0.75,0.75,3.25,"Shift Lever Bushing",0.10
5272714AD,12.00,27.00,5.00,141.67,"Trailing Arm",10.50
55037903AA,3.00,11.00,3.00,13.33,"Radiator Hose",0.50
5143692AB,6.00,11.00,5.75,125,"Brake Caliper",11.20
55112699AB,22.75,44.00,14.00,55,"Fender Liner",2.80
83300061,3.75,3.75,3.75,2.5,"Exhaust Clamp",0.40
5066085AA,8.25,8.50,5.50,650,"Ring & Pinion Kit",10.40
52104352AA,11.00,16.00,1.50,40,"Throttle Valve Cable",0.70
52059973AC,3.00,3.00,3.00,6.67,"Sway Bar Bushing",0.30
53020675AE,10.50,22.00,3.00,40,"Engine Oil Pan Gasket",2.50
55155129AB,13.50,18.50,8.50,200,Headlight,7.10
52104581AE,12.00,13.00,2.00,113.33,"Clutch Disc",2.50
J3223416,1.00,1.00,1.00,1,"Brake Caliper Screw",0.10
68223400AA,15.25,20.50,9.50,74.17,"Headlight Mounting Bracket",3.40
J8131689,2.00,2.00,0.12,20,"Input Shaft Shim Kit",0.06
52089630AC,5.25,22.00,4.00,58.33,"Control Arm",6.00
53021292AB,2.00,9.00,1.00,43.33,"Timing Chain Guide",0.40
6510766AA,0.88,1.25,0.88,0.7,Retainer,0.02
5086633AA,8.00,31.00,8.00,208.33,"Axle Shaft Assembly",21.00
RT52003,10.00,25.50,2.00,43.33,"Sun Visor Set",1.90
RT26083,9.00,11.00,2.50,31.5,"Off Road Jack Mount",4.80
68225170AD,6.00,6.50,3.00,56.67,"Brake Pad Set",4.40
56006212,5.00,7.50,4.50,141.67,Headlight,1.10
5175571AA,3.00,4.50,3.00,15,"Oil Filter",0.20
56003011,3.25,7.50,2.00,96.67,"Parking Light",0.50
5140759AA,7.00,7.00,6.00,25,"CV Joint Boot Kit",1.90
52060204AF,14.00,2.00,20.00,20,"Parking Brake Cable",1.60
55077894AD,3.00,3.00,3.00,13.17,"Side Repeater Light",0.20
52028265AD,7.00,16.00,5.00,20,"Radiator Hose",0.90
52090297AG,8.00,8.25,8.00,60,"Engine Mount",5.00
5093181AA,7.50,10.25,5.00,124.17,"Brake Caliper",10.80
5012851AA,8.00,33.00,8.00,383.33,"Axle Shaft Assembly",22.00
52000489,2.25,6.50,5.50,12.5,"Bumper Bracket",0.80
5149049AB,4.00,8.00,4.00,27.5,"Ignition Coil",1.00
5012363K,2.75,4.75,2.25,66.67,"Connecting Rod Bearing Set",0.60
5012872AA,7.50,32.00,8.50,325,"Axle Shaft Assembly",25.00
68029719AB,8.00,8.25,8.00,115,"Blower Motor",3.80
55037205AB,7.75,11.00,7.75,400,Compressor,17.50
68032496AA,1.25,3.25,1.25,3.17,"Soft Top Bow Lock",0.06
55154946AC,8.50,15.50,4.50,81.67,Mirror,2.70
52128270AA,13.25,14.00,3.75,81.67,"Brake Drum",18.90
917992,1.25,3.25,1.25,15,"Oil Filter Bypass Valve",0.02
5174876AA,2.50,18.00,1.00,21.67,"Wiper Blade",0.30
5066056AA,2.75,2.75,1.25,12.5,"Axle Shaft Bearing",0.10
5140758AA,7.00,7.00,6.00,24.83,"CV Joint Boot Kit",1.90
55156882AB,3.75,4.00,1.75,23.33,"Side Marker Light",0.10
52059975AC,2.00,6.50,3.50,20,"Sway Bar Link",0.90
RT29009,4.50,12.00,3.25,63.33,"Switch Plate",0.80
5272705AB,2.25,3.50,2.25,8.17,"Bump Stop",0.10
5182025AA,5.00,5.00,5.00,41.67,"Fog Light",0.60
WK825MASKIT,6.00,6.50,3.00,168.33,"Differential Overhaul Kit",4.60
5DF54MX8,10.00,37.00,2.00,66.67,Grille,3.00
52000504,2.00,3.00,2.00,6.33,"Leaf Spring Bushing",0.70
53013292AB,3.25,3.25,0.50,7.5,"Throttle Body Gasket",0.10
68248149AA,18.00,31.50,5.00,215,"A/C Condenser",6.40
53008722,3.50,20.00,1.00,48.33,"Accessory Drive Belt",0.60
5183508AA,4.00,4.00,1.75,136.66,"Differential Carrier Bearing Kit",1.90
52088707AA,7.25,7.25,1.25,10,"Coil Spring Isolator",1.10
52128698AA,4.00,4.50,4.00,30,"Fuel Filter",1.30
5175429AB,13.00,13.00,3.25,41.67,"Fuel Filter",0.90
55176548AB,2.50,8.00,2.50,28.33,"Door Handle",1.00
5058482AH,13.75,26.00,8.50,56.67,"Radiator Hose",2.20
52088686AA,4.50,4.50,2.00,12.5,"Coil Spring Isolator",0.40
53013263AB,14.25,14.50,5.25,116.67,"Exhaust Manifold",12.00
53020889AC,2.00,3.00,0.25,3.17,"Oil Fill Housing Gasket",0.10
RT20012,8.00,52.00,6.00,113.33,Bumper,17.00
52003190,13.50,13.50,1.50,26.67,"Parking Brake Cable",1.10
53013905AC,6.00,13.50,1.25,36.67,"Accessory Drive Belt",0.50
52028566AD,15.00,38.00,4.00,56.67,"Transmission Cooler Hose",0.60
6504238,1.50,5.50,1.50,9.67,"Control Arm Bolt",0.40
68164091AF,20.00,31.50,5.00,416.67,"Cooling Fan Module",15.00
52006289,1.75,1.75,1.50,4.5,"Sway Bar Bushing",0.10
52088808AB,8.00,4.00,6.00,32.93,"Ball Joint",2.80
RT30005,9.25,14.25,2.75,78.33,"Trail Mirror Set",3.30
55156728K,1.25,3.25,1.25,20,"Windshield Washer Nozzle Set",0.02
5015171AA,3.50,3.50,5.00,17.5,"Oil Filter",0.30
52007532,3.25,3.25,1.25,6,"Parking Brake Equalizer",0.31
5179731AA,6.00,6.25,3.00,96.67,"Brake Caliper",5.40
5FN29VF7AB,21.00,70.00,15.50,175,Fascia,8.80
5174321AA,3.00,4.75,0.75,15.83,"Anti-Rattle Clip",0.10
83500301K4,2.50,4.50,1.25,28.33,"Connecting Rod Bearing Set",0.40
5143101AA,8.00,13.50,5.00,75,"Heater Core",2.50
68035574AA,8.25,8.50,8.25,466.67,"Differential Case Kit",17.60
53005084,11.00,1.50,13.00,26.67,"Speedometer Cable",1.20
RT21031,2.00,9.25,1.50,27,"Sway Bar Link",0.90
52088129,5.50,18.00,5.50,46.67,"Coil Spring",6.90
83506074,3.75,1.50,3.75,68.33,"Input Shaft Bearing",1.60
68156562AB,2.50,11.00,1.75,6,"Fascia Skirt",0.06
6507686AA,1.00,1.00,1.00,0.83,Retainer,0.10
68256471AA,13.50,14.00,3.25,30,"License Plate Bracket",1.30
5184085AC,2.25,2.50,2.00,53.33,"Fuel Injector",0.10
5012821AA,7.50,34.00,7.50,248.33,"Axle Shaft Assembly",23.00
55012900AB,3.00,5.00,0.50,5,"Door Check Pin",0.02
4796233,4.00,4.25,4.00,14.17,"CV Joint Boot Kit",0.60
RT23003,11.25,16.50,2.50,150,"Disconnect Kit",3.70
52059939AG,12.00,57.00,8.00,116.67,"Exhaust Pipe",7.50
52000488,6.00,7.00,2.75,12.5,"Bumper Bracket",0.90
52028605AD,30.50,38.00,5.25,56.67,"Transmission Cooler Hose",0.80
68052292AA,2.75,15.00,2.25,9.17,"Cabin Air Filter Door",0.20
RT21015,4.00,4.50,4.00,43.33,"Control Arm Bracket Set",3.00
RT25005,4.00,5.75,1.75,28.5,"Door Hinge Bushing Kit",0.25
5093785AA,5.50,27.25,0.13,23.33,"Valve Cover Gasket",0.25
68079487AA,10.00,10.75,1.50,20,"Cabin Air Filter",0.40
55055046,8.50,2.00,8.50,17.08,"Headlight Bezel",0.20
52088662AB,1.50,7.50,1.50,20,"Sway Bar Link",0.90
68251638AA,2.50,4.00,2.50,9.17,"Bump Stop",0.31
52088425,3.00,3.00,3.00,9.92,"Control Arm Bushing",0.90
52104289AE,13.50,14.00,3.25,230,"Clutch Kit",13.90
55156374M,6.00,8.00,4.50,106.66,"Wiper Motor",2.80
53020229,7.75,7.50,3.00,65.83,"Harmonic Balancer",7.50
5102882AA,2.00,14.50,1.50,38.33,"Wiper Arm",0.60
55345519,2.00,2.75,2.00,10.83,"Spare Tire Bumper",0.40
4713511,3.50,3.50,1.50,15.83,"A/C Switch",0.20
55038128AC,11.00,23.00,6.00,35,"Heater Core Supply Hose",0.80
55235646,20.00,21.75,3.50,93.33,"Window Regulator",4.00
5143977K,6.00,6.50,3.00,125,"Oil Pump Repair Kit",1.70
83500184,5.00,6.50,5.00,125,"Axle Shaft",3.10
83504961,7.00,31.00,7.00,300,"Axle Shaft Assembly",20.60
52003143,1.75,1.75,1.75,4.33,"Sway Bar Bushing",0.10
53007539,4.00,12.50,1.00,40,"Accessory Drive Belt",0.50
RT26016,14.00,52.00,4.25,191.67,"Side Steps",26.00
68002350AB,42.00,60.00,8.00,400,Hood,40.00
5161964AA,4.25,15.25,2.25,186.67,"Transfer Case Chain",3.90
53032704AB,3.25,3.25,1.25,96.67,"Fuel Injector",0.10
52126123AC,2.75,5.50,2.25,20,"Steering Adjuster",1.60
55116928AA,21.00,31.50,4.25,266.67,"A/C Condenser",9.50
52004297,5.50,5.75,2.50,24.17,"Bump Stop",0.70
RT21040,2.00,10.50,1.50,30,"Sway Bar Link",0.90
53034018AE,11.50,2.00,8.50,11.67,"Air Filter",0.60
55037659AA,23.50,25.50,7.00,147.5,"Cooling Fan Module",10.90
4797801,4.00,11.00,1.50,63.33,"Accessory Drive Belt",0.80
53021796AA,1.25,10.00,1.25,21.5,"Timing Chain Guide",0.30
55037691AB,26.25,26.75,4.25,283.33,"Cooling Fan Module",8.40
55037537AA,2.75,3.25,1.00,10,"Center Console Latch",0.06
5013722AB,4.50,4.50,2.00,32.5,"Liftgate Glass Hinge",0.63
5012804AA,30.00,87.00,16.00,329.33,Fascia,12.00
5459189B,1.25,1.25,1.00,4.67,"Wiper Switch Knob",0.10
55009801KS,5.00,10.50,1.50,15.83,"Door Handle",1.30
52107653AB,13.00,20.50,4.00,200,"Clutch Hydraulic Assembly",3.50
83503350,6.00,21.00,0.75,7.45,"Accessory Drive Belt",0.30
52005476,12.00,12.75,1.50,20,"Brake Dust Shield",0.80
5114037AC,2.50,8.00,2.50,24,"Ball Joint",1.21
55055275AB,6.00,8.00,4.50,102.5,"Fog Light",1.30
55157410AD,18.50,55.00,10.00,41.67,"Fender Liner",2.40
52040007,4.00,3.00,7.00,16.67,"Bump Stop",1.10
55057204AB,7.00,19.00,3.50,36.67,"Radiator Hose",0.80
5012971AA,3.50,3.50,1.25,48.33,"Cluster Gear Bearing",0.60
55037921AE,20.00,24.00,7.00,73.33,"Radiator Hose",3.60
53007449,7.00,7.00,5.00,125,"Hub Assembly",10.50
RT26063,4.00,4.00,1.50,38.33,"Soft Top Disconnect Kit",0.90
5012820AA,7.00,31.00,7.00,248.33,"Axle Shaft Assembly",22.00
55037912AA,4.00,12.00,3.00,13.33,"Radiator Hose",0.80
83503671,7.00,7.00,5.00,20.83,"Starter Brush Holder",0.30
4891695AA,7.00,13.00,1.75,10,"Air Filter",0.80
53021843AA,4.00,23.50,0.50,14.17,"Valve Cover Gasket",0.10
5083676AA,7.75,31.50,2.50,300,"Axle Shaft Assembly",20.00
52128164AB,12.50,13.50,0.75,20,"Parking Brake Cable",0.60
55055274AB,6.00,7.00,6.00,102.5,"Fog Light",1.30
5179267AC,7.75,13.75,5.25,40,"Transmission Filter Kit",1.75
5351375,2.50,5.50,2.50,6.33,"Clutch Rod Boot",0.10
5191196AA,5.00,5.50,2.50,81.67,"Pinion Bearing Set",2.10
53013136AD,11.50,14.50,1.25,29.17,"Accelerator Cable",0.40
5189279AA,5.75,29.00,4.75,158.33,"Axle Shaft Assembly",19.50
5135651AD,2.50,2.50,4.25,40,"Ball Joint",1.40
53021958AA,6.00,17.75,0.25,15.83,"Valve Cover Gasket",0.10
RT20015,21.00,73.00,14.00,266.67,"HD Bumper",67.00
RT21019,1.50,1.50,9.00,15,"Sway Bar Link",0.80
53010283,6.00,11.50,1.00,28.33,"Accessory Drive Belt",0.40
5085405AC,5.50,5.50,1.25,4.83,"Coil Spring Isolator",0.20
RT26062,3.00,6.00,2.00,34.5,"Soft Top Disconnect Kit",0.90
52088422AB,26.50,26.50,4.50,148.33,"Control Arm",15.40
52089168AD,10.00,22.50,2.00,26.67,"Power Steering Pressure Hose",0.40
52107653AC,24.00,27.00,7.00,200,"Clutch Hydraulic Assembly",2.00
55056699AA,7.50,7.50,4.50,126.67,"Fan Clutch",4.40
52001145,1.75,2.00,1.75,1.83,"Sway Bar Bushing",0.10
52078134,0.75,2.00,0.50,4.83,"Shift Control Bearing",0.10
5105103AC,3.00,3.00,2.00,4.67,"Sway Bar Bushing",0.20
53009180AB,3.00,4.00,2.00,16.67,"Pilot Bearing",0.30
52126058AD,4.50,34.00,4.00,75,"Drag Link",10.00
83500578,2.25,2.50,2.25,52,"First Gear Bearing",0.20
53000038,1.00,36.50,1.00,14.17,"Accelerator Cable",0.20
5066538AA,11.25,11.25,5.50,75,"Differential Cover Kit",3.00
5066646AA,3.25,3.25,1.25,31.67,"Cluster Gear Bearing",0.60
5019443AA,8.25,9.75,2.25,12.33,"Air Filter",0.80
5189350AA,8.75,17.25,6.00,61.67,"Windshield Washer Reservoir",1.10
55057203AB,17.00,5.00,16.00,40,"Radiator Hose",0.90
83500644,1.50,1.50,1.75,65,"Fifth Gear Bearing",0.40
A1583,1.00,1.00,1.00,0.95,"Starter Bushing",0.10
53021293AA,1.50,9.50,1.00,23.33,"Timing Chain Guide",0.30
RT52001,10.00,25.50,2.00,23.51,"Sun Visor Set",1.90
5359275R,12.50,12.50,3.00,81.67,"Brake Rotor",19.00
55176222MK,10.25,23.25,8.50,206.67,"Door Seal Master Kit",6.80
55076024AD,12.00,20.50,4.00,106.67,"Window Regulator",2.10
68003557AA,7.50,34.00,7.50,275,"Axle Shaft Assembly",25.00
52108325AA,5.00,3.50,8.00,18.33,"Transmission Filter",0.40
53021842AA,0.25,23.50,0.50,14.17,"Valve Cover Gasket",0.10
52128694AF,5.00,5.00,2.00,30,"Wheel Speed Sensor",0.25
55076057AB,3.50,8.50,1.75,36.67,"Door Handle",0.40
55077885AD,4.00,4.00,4.00,23.33,"Parking Light",0.30
RT28020,4.00,4.00,4.00,19.5,"Parking Light",0.30
52059938AI,12.50,77.50,6.75,116.67,"Exhaust Pipe",10.00
55077895AD,3.00,3.00,3.00,13.17,"Side Repeater Light",0.20
83503384,7.75,4.50,8.25,131.67,"Clutch Slave Cylinder",1.40
4884472AA,1.50,2.00,0.50,7.5,"Balance Shaft Chain Guide",0.10
68017183AB,5.50,41.50,5.50,181.67,"Axle Shaft Assembly",21.00
68019643AB,2.00,13.75,2.00,25,"Tie Rod",1.60
RT21041,2.00,8.50,2.00,31.67,"Sway Bar Link",0.80
5174333AA,2.50,18.00,0.50,11.67,"Anti-Rattle Clip",0.10
68088499AD,11.25,15.50,7.00,191.67,"Hub & Knuckle Assembly",17.00
5086301AA,2.75,4.75,2.75,11.67,"Oil Filter",0.20
5080352AA,3.25,3.25,1.25,60,"Crankshaft Position Sensor",0.10
4854033,3.25,14.00,1.00,40,"Accessory Drive Belt",0.50
RT28042,3.25,3.25,1.00,53.33,"Led Dome Light Kit",0.02
5019447K,2.75,4.75,1.25,65,"Connecting Rod Bearing Set",0.50
55000682,9.75,11.50,3.00,17.5,"Headlight Bezel",0.31
56005685,8.00,8.00,7.00,216.67,Alternator,12.00
83503064,3.25,3.25,1.25,46.67,"Axle Shaft Bearing",0.80
52059976AC,3.00,21.50,2.50,30,"Control Arm",3.00
55077967AC,10.00,15.00,7.00,96.67,Mirror,4.50
4343662,3.50,3.75,1.75,12.17,"Balance Shaft Chain Tensioner",0.10
RT28023,3.00,3.00,3.00,13.35,"Side Marker Light",0.20
J5354381,8.00,34.00,3.00,43.33,"Power Steering Pressure Hose",0.80
5180731AC,5.00,5.00,5.00,23.33,"Cradle Bushing",2.20
68035012AB,14.00,14.00,2.50,80,"Brake Rotor",28.00
4720380,6.00,48.00,6.00,148.33,"Axle Shaft Assembly",18.50
83503383,8.00,1.75,5.00,131.67,"Clutch Slave Cylinder",1.50
5189180AA,2.75,2.75,2.00,2.67,Retainer,0.10
RT28024,3.00,3.00,3.00,14.83,"Side Marker Light",0.20
83503507,1.50,1.50,1.50,15.83,"Input Shaft Bearing",0.10
52004707,1.00,35.00,1.00,21.67,"Parking Brake Cable",0.60
5752141,12.00,12.00,4.00,37.5,"Shift Boot",1.30
5066423AA,7.50,8.25,4.50,83.33,"Brake Caliper",12.00
52079331,2.25,5.00,0.25,5.67,"Coolant Bottle Cap",0.10
53005991G,5.00,28.00,0.25,8.33,"Valve Cover Gasket",0.10
J3170271,0.75,0.75,0.25,1.17,"Oil Drain Plug Gasket",0.10
55055137,3.50,10.00,9.75,16.67,"Headlight Bezel",0.40
68038761AA,11.50,11.50,6.00,513.33,"Ring & Pinion Kit",16.60
4781452AA,3.00,5.00,3.00,5.33,"Oil Filter",0.80
55038223AD,11.00,20.00,1.00,31.67,"Heater Core Return Hose",0.40
53008767,4.00,4.00,4.00,9.67,"Distributor Cap",0.40
5018393AA,7.00,31.00,7.00,163.33,"Axle Shaft",17.00
5086632AA,8.00,32.00,7.50,208.33,"Axle Shaft Assembly",21.40
68049018AA,1.50,3.00,1.50,7.5,"Brake Caliper Pin Kit",0.20
5273431AB,4.00,7.50,3.50,75,"Clutch Slave Cylinder",0.80
52079461AB,12.00,10.00,6.00,28.33,"Coolant Bottle",0.20
5184231AA,4.25,4.50,4.25,6,"Oil Filter",0.80
55135532AB,12.00,17.00,3.00,32.5,"Hood Release Cable",0.60
J3177635,0.25,4.75,0.25,1.75,"Engine Oil Pan Gasket",0.10
55135636AD,3.00,2.50,10.00,33.33,"Door Handle",0.60
5191239AA,7.50,8.00,4.50,80,"Brake Caliper",7.50
52104590AA,6.00,29.50,5.00,200,"Axle Shaft Assembly",17.00
52088901AD,26.50,26.50,4.50,200,"Control Arm",15.40
52109653AE,11.00,1.00,13.00,35,"Accelerator Cable",0.30
55154949AC,8.25,15.00,4.50,115,Mirror,2.40
52060021AD,5.50,22.00,4.25,41.67,"Control Arm",5.60
RT34070,4.50,6.00,3.00,130,"Door Hinge Set",3.70
4805859AA,6.25,6.25,6.25,90,"Fog Light",0.80
J0940398,7.50,14.00,4.00,26.67,"Radiator Hose",1.00
J4007117,0.75,1.00,0.75,1,Retainer,0.10
52001216,2.00,3.00,1.25,7.92,"Drum Brake Adjuster",0.30
A2754,3.50,8.00,1.50,17.5,"Soft Top Bow Bracket",0.60
53002922,2.50,2.50,1.25,15.83,"Wheel Bearing",0.30
68081399AB,4.25,4.25,4.00,38.33,"Fog Light",0.30
83300085,6.75,9.00,1.13,35,"Carburetor Repair Kit",0.30
55008046,10.50,11.50,3.75,25,"Headlight Bezel",0.40
J0947224,0.75,14.00,0.75,10.83,"Clutch Cable",0.10
83500577,2.25,2.25,2.25,43.33,"Second Gear Bearing",0.10
5003951AD,21.00,48.00,19.00,200,Fender,9.60
J3229510,0.75,6.50,0.25,4.17,"Distributor Condenser",0.10
52088647AB,3.75,3.75,4.50,45,"Ball Joint",2.50
5183522AA,12.00,12.00,7.25,583.33,"Ring & Pinion Kit",17.60
83506076,2.00,2.00,1.50,28.33,"Second Gear Bearing",0.20
5CU47RV1,8.00,10.50,4.00,46.67,"Bumper End Cap",0.40
55155628ABC,4.00,4.00,1.50,14.17,"Side Marker Light",0.10
RT31016,9.50,13.00,1.00,104,"Stainless Steel Brake Hose Kit",0.90
55136228AD,19.00,63.00,7.75,38.33,"Fender Liner",1.00
RT33021,4.00,4.00,1.75,4,"Hitch Pin",0.40
83506023,4.00,14.00,4.25,291.67,"Cluster Gear",8.40
83506033,3.25,3.50,1.25,46.67,"Cluster Gear Bearing",0.50
4891598AB,3.00,12.00,1.00,36.67,"Accessory Drive Belt",0.60
RT36001,18.50,31.50,5.50,250,"Header Kit",16.00
55155757AA,6.00,12.50,5.00,14.17,"Bumper End Cap",0.90
55155760AB,7.50,5.00,9.00,18.33,"Bumper End Cap",0.50
55077884AD,4.00,4.00,4.00,23.33,"Parking Light",0.30
