Number,Vendor,Length,Width,Height,Price,Description,Weight
68184809AC,Crown,12.00,9.00,2.50,40,"Brake Hose",0.80
A4127,Crown,4.50,2.25,2.00,13.33,"Jerry Can Strap Set",0.20
55234545,Crown,10.25,6.00,4.50,21.67,"Bumper End Cap",0.40
68091524AA,Crown,68.00,19.00,9.00,200,Fascia,5.80
RT32015,Crown,8.00,7.50,4.50,96.67,"Wheel Spacer Set",6.00
83503156,Crown,5.00,4.50,4.50,40,"Housing Extension",1.40
52088548AB,Crown,11.00,8.00,1.00,103.33,"Power Steering Pressure Hose",0.90
RT27052,Crown,40.00,22.50,14.50,825,"Locking Center Console",41.00
2421309K,Crown,4.75,2.75,2.75,65,"Connecting Rod Bearing Set",0.80
5093788AA,Crown,16.75,8.00,6.75,213.33,"Fuel Module",3.60
6509673AA,Crown,1.25,1.00,1.00,1.25,Retainer,0.02
83502662,Crown,5.00,3.00,3.00,46.67,"Shift Fork",0.40
MFK3,Crown,20.00,13.50,4.00,71.67,"Master Filter Kit",3.80
55175665,Crown,20.25,13.50,4.50,86.67,"Corner Panel",5.20
MFK19,Crown,14.00,13.50,3.25,93.33,"Master Filter Kit",2.60
MSF2,Crown,2.00,0.75,0.75,2.08,"Wheel Stud",0.13
68087362AC,Crown,20.50,3.75,3.75,81.67,"Shock Absorber",4.60
55175664AB,Crown,20.25,13.50,4.50,86.67,"Corner Panel",5.20
5105586AA,Crown,3.50,3.50,2.00,86.67,"Wheel Bearing",1.80
5152076AC,Crown,4.00,2.50,2.50,75,"Windshield Washer Pump",0.20
55399214AF,Crown,18.00,18.00,3.00,65,"Door Weatherstrip",1.20
53005202,Crown,33.00,1.00,1.00,13.33,"Accelerator Cable",0.20
5019708AD,Crown,20.75,10.50,2.75,63.33,"Hydraulic Fan Hose",1.30
5134120AA,Crown,13.00,10.75,10.50,130,"Brake Booster",8.60
68102847AE,Crown,18.50,12.50,8.50,300,Headlight,5.40
5080477AA,Crown,6.00,4.00,4.00,21.33,"Fuel Filter",1.00
5183710AA,Crown,3.25,3.25,1.25,8.17,"Radiator Cap",0.19
J3200501,Crown,1.25,1.25,0.50,2.66,"Pitman Arm Nut",0.13
RT30017,Crown,8.50,8.00,3.50,21.67,"Mirror Head",1.40
4318060AB,Crown,6.25,1.75,1.75,9.83,"Limited Slip Additive",0.10
6508712AA,Crown,1.50,0.75,0.75,1.83,Retainer,0.02
55175042,Crown,47.00,1.50,1.25,40,"Liftgate Weatherstrip",0.60
5012447AB,Crown,8.00,8.00,5.00,650,"Ring & Pinion Kit",9.70
BKNV1500,Crown,13.00,10.25,2.75,400,"Transmission Overhaul Kit",2.13
68035568AA,Crown,12.50,12.00,8.00,241.67,"Ring & Pinion Kit",17.50
5140332AA,Crown,2.50,2.25,2.00,41.67,"Camshaft Position Sensor",0.10
52123523AA,Crown,41.25,5.50,5.50,233.33,"Axle Shaft Assembly",24.10
5093277AA,Crown,2.50,2.50,0.50,9.67,"Brake Caliper Boot",0.10
52126122AC,Crown,5.50,2.75,2.25,20,"Steering Adjuster",1.60
68211424AA,Crown,4.00,4.00,4.00,43.33,"Thermostat & Housing",0.60
55022102,Crown,8.00,9.00,13.00,30,"Bumper End Cap",0.60
55034075,Crown,12.25,11.50,0.25,20.83,"Headlight Bezel",0.40
6505549AA,Crown,3.25,1.00,1.00,3.67,Bolt,0.13
HK8795YJ,Crown,41.00,30.25,6.50,333.33,"Soft Top Hardware Kit",31.00
83502384,Crown,32.00,12.00,2.00,43.33,"Engine Gasket Set",1.70
68194930AA,Crown,26.00,2.50,1.50,23.33,"Wiper Blade",0.40
68265766AA,Crown,23.50,9.50,8.50,158.33,Strut,12.40
68004053AA,Crown,34.00,21.00,4.00,150,"A/C Condenser & Transmission Cooler",9.40
H7064,Crown,4.00,2.50,2.50,8.17,"Drum Brake Hardware Kit",0.70
68052361AA,Crown,8.00,2.50,2.50,26.67,"Brake Caliper Rebuild Kit",0.88
68052367AA,Crown,3.25,3.25,1.50,15.83,"Brake Caliper Pin Kit",0.38
RT20026,Crown,11.75,11.75,4.00,116.67,"Hd Differential Cover",10.50
5143580AB,Crown,24.00,11.50,6.00,60,"Windshield Washer Reservoir",1.50
52007588,Crown,20.50,12.50,0.50,20,"Parking Brake Cable",0.80
E0021456,Crown,24.75,10.50,5.00,150,Muffler,10.60
57010170AE,Crown,18.25,13.50,8.00,230,Headlight,5.90
55054931,Crown,13.50,11.00,3.50,15.83,"Headlight Bezel",0.40
68212011AA,Crown,8.00,7.50,4.50,92,"Brake Caliper",11.40
RT21054,Crown,11.00,9.75,3.75,225,"Lift & Level Kit",18.80
53011097,Crown,20.50,3.25,1.50,36.67,"Accessory Drive Belt",0.40
83506079,Crown,3.25,3.50,1.25,32.5,"Fifth Gear Bearing",0.20
68197139AA,Crown,30.00,2.50,1.50,26.67,"Wiper Blade",0.40
SP148183AC,Crown,3.25,1.25,1.25,10,"Spark Plug",0.13
53010340K,Crown,30.00,12.00,10.00,153.33,"Engine Oil Pan Kit",12.20
68247999AA,Crown,21.75,20.00,3.50,141.67,"Control Arm",11.20
53010630AB,Crown,15.00,14.25,5.00,225,Flywheel,26.20
68102921AC,Crown,13.50,8.00,5.00,280,"Tail Light",2.00
A1301,Crown,14.50,12.50,1.00,14.17,"Choke Cable",0.40
4884443AD,Crown,17.00,7.00,0.25,23,"Cylinder Head Gasket",0.50
A3110,Crown,3.00,1.50,0.50,10.83,"Soft Top Strap",0.13
5103452AA,Crown,8.00,2.50,2.50,70,"Windshield Washer Pump",0.40
5143693AB,Crown,10.75,6.25,6.00,125,"Brake Caliper",11.30
RT23002,Crown,16.50,11.25,2.50,150,"Disconnect Kit",3.70
68003558AA,Crown,35.00,8.00,7.50,275,"Axle Shaft Assembly",26.00
4589050AB,Crown,2.50,2.00,2.00,10.83,"Door Striker",0.31
52008232,Crown,24.00,0.75,0.75,17.5,"Parking Brake Cable",0.30
52038423AB,Crown,21.50,5.00,3.00,29.17,"Power Steering Return Hose",0.40
83500301K6,Crown,6.00,2.50,1.25,41.67,"Connecting Rod Bearing Set",0.60
52040320,Crown,5.00,3.50,8.00,29.17,"Leaf Spring Bracket",2.60
RT27049,Crown,7.00,5.75,2.75,37.5,"Grab Handle Set",5.00
52000596,Crown,36.00,1.75,1.50,41.67,"Steering Adjuster",3.10
55026014,Crown,15.00,9.00,3.00,25.67,"Ignition Cylinder Kit",0.40
52059884AE,Crown,20.00,3.00,1.00,25,"Brake Hose",0.50
83500567,Crown,0.50,4.12,6.25,15.43,"Synchronizer Blocking Ring",0.20
5003861AA,Crown,15.25,7.25,6.50,183.33,"Fuel Module",2.70
52060058AE,Crown,14.25,1.25,1.25,45,"Steering Stabilizer",2.10
8122874K2,Crown,3.25,3.25,1.50,36.67,"Door Cylinder Kit",0.40
83506078,Crown,1.25,3.25,3.25,32.5,"Input Shaft Bearing",0.20
6510161AA,Crown,1.25,0.75,0.63,1.25,"Brake Hose Bolt",0.06
53020833K,Crown,30.00,12.25,9.50,150,"Engine Oil Pan Kit",12.00
RT33016,Crown,10.25,6.50,2.50,16.67,"Tri-Fold Shovel",2.56
RT27063,Crown,22.00,5.75,4.00,90,"Grab Handle Kit",10.40
55076025AD,Crown,12.00,4.00,2.50,113.33,"Window Regulator",2.10
5103112AA,Crown,1.25,1.25,1.00,3.5,"Brake Caliper Bushing",0.10
6507152AA,Crown,2.00,1.25,1.25,4.83,Bolt,0.19
4723289K,Crown,3.25,3.25,1.55,40,"Ignition Cylinder Kit",0.40
52003181,Crown,8.50,7.00,1.50,18.33,"Parking Brake Cable",1.00
52089485AC,Crown,3.00,3.00,2.00,4.17,"Sway Bar Bushing",0.20
68304339AA,Crown,23.50,9.50,8.50,100,Strut,13.00
RT21042,Crown,11.00,4.00,2.00,23.33,"Sway Bar Link",0.90
68144511AC,Crown,14.00,8.00,8.00,15,"License Plate Bracket Kit",0.56
52088319AB,Crown,10.00,1.50,1.50,20.83,"Sway Bar Link",0.80
6509522AA,Crown,1.00,1.00,0.25,5.83,"Jam Nut",0.06
68141936AD,Crown,42.00,7.00,3.75,40,Grille,0.80
5143691AA,Crown,2.50,2.50,0.50,9.58,"Brake Caliper Boot",0.10
52088346AB,Crown,8.00,8.00,8.00,12.5,"Coil Spring Isolator",0.60
E0054079,Crown,58.00,12.00,8.00,65,Tailpipe,7.60
32003300AB,Crown,5.00,6.00,0.50,3.16,"Hose Clamp",0.20
55155836AH,Crown,6.50,9.75,15.00,53.33,Mirror,2.70
52018391P,Crown,6.75,2.25,2.00,134,"Fuel Pump",0.80
83500573,Crown,0.25,0.25,0.25,0.83,"Shift Ball",0.10
52037710AC,Crown,6.00,3.00,3.00,7.5,"Sway Bar Bushing Bracket",0.60
55079229AD,Crown,8.00,4.00,4.00,6,"Bumper Bracket",0.31
83500998,Crown,4.25,2.50,2.50,10,"Fuel Filter",0.30
5191272AA,Crown,3.25,1.25,1.25,14.83,"Brake Caliper Pin Kit",0.31
55395709AE,Crown,6.00,3.00,3.00,15.83,"B-Pillar Seal",0.31
5184646AC,Crown,17.00,4.50,1.00,28,"Accessory Drive Belt",0.40
83503137,Crown,0.75,0.75,0.25,1.33,"Shift Fork Bushing",0.10
53021294AA,Crown,10.00,1.75,1.00,23.33,"Timing Chain Guide",0.30
55177482AA,Crown,1.75,1.75,0.25,3.67,"Floor Pan Plug",0.02
52088489AB,Crown,12.50,7.00,0.75,31.67,"Power Steering Pressure Hose",0.80
53022162AA,Crown,8.00,8.00,8.00,96.67,"Harmonic Balancer",14.80
52125323AC,Crown,2.50,2.25,2.00,8.33,"Sway Bar Bushing",0.31
4897386AD,Crown,22.50,12.00,1.75,113.33,"Engine Gasket Set",2.20
4578885AC,Crown,29.00,5.75,4.75,200,"Axle Shaft Assembly",16.80
4796337HK,Crown,4.55,4.50,2.00,24.17,"Parking Brake Hardware Kit",0.80
68036552AA,Crown,0.75,0.50,0.50,2.33,"Soft Top Latch Bumper",0.02
5012748AB,Crown,42.00,5.25,5.25,125,"Axle Shaft Assembly",19.30
A6742K,Crown,3.00,3.00,1.00,15,"Horn Button Kit",0.30
5047077AA,Crown,0.50,0.50,0.12,4.66,"Dipstick Tube O-Ring",0.06
83507079K4,Crown,8.00,4.00,2.25,75,"Crankshaft Main Bearing Set",1.30
RT34002,Crown,9.50,3.50,3.00,72,"Door Handle",2.10
68338536AA,Crown,13.00,11.00,2.50,15,"Cabin Air Filter",0.60
RT35006,Crown,4.13,4.13,1.38,36,"Throttle Body Spacer Kit",0.44
RT32011,Crown,8.00,7.50,4.50,98.33,"Wheel Adapter Set",9.60
52088648AA,Crown,2.00,2.25,2.25,12.5,"Control Arm Bushing",0.90
52088637AF,Crown,20.00,4.50,21.00,183.33,"Control Arm",27.00
52123871AB,Crown,25.50,5.50,4.25,216.66,"Axle Shaft Assembly",13.80
RT25008,Crown,5.75,4.00,1.75,22.5,"Door Hinge Bushing Kit",0.31
5066422AA,Crown,8.25,8.25,4.50,83.33,"Brake Caliper",9.10
4581954AB,Crown,7.50,7.00,5.75,291.67,"Brake Booster Vacuum Pump",4.00
83500526,Crown,4.00,1.50,1.50,46.67,"Shift Fork",0.40
5EU79HS5,Crown,71.00,19.00,16.00,283.33,Fascia,8.40
5066023AA,Crown,27.00,5.00,4.50,191.67,"Axle Shaft Assembly",21.20
52100376AG,Crown,41.50,34.25,17.00,366.67,"Fuel Tank Skid Plate",79.00
68014949AA,Crown,20.25,13.00,4.50,53.33,"Window Regulator",2.88
52128256AA,Crown,9.50,9.50,2.25,28.33,"Parking Brake Cable",1.50
5272715AD,Crown,27.00,12.00,5.00,141.67,"Trailing Arm",10.50
68000470AA,Crown,3.75,3.50,1.75,40,"Blend Door Actuator",0.31
J0999416,Crown,8.25,2.25,1.00,25,"Pitman Arm",1.90
RT28089,Crown,21.50,6.00,4.50,73.5,"LED Light Bar Windshield Bracket Set",7.20
52088871AB,Crown,41.50,2.50,2.50,40,"Steering Adjuster",8.10
68143070AD,Crown,50.00,15.00,3.50,56.67,"Fascia Surround",2.60
5105772AG,Crown,41.25,5.50,5.50,163.33,"Axle Shaft Assembly",17.30
55055136,Crown,10.00,10.00,3.00,16.67,"Headlight Bezel",0.20
RT27051,Crown,40.00,23.00,14.75,825,"Locking Center Console",42.60
52089259AD,Crown,14.00,3.00,2.00,36.67,"Brake Hose",0.40
55003238,Crown,9.00,1.75,1.25,8,"Fender Flare Retainer",0.20
804535,Crown,8.00,2.50,2.50,33.33,"Pitman Arm",1.00
52089347AA,Crown,2.75,2.75,2.75,9.83,"Bump Stop",0.10
6503709,Crown,1.00,0.75,0.75,0.58,Retainer,0.06
5066056AB,Crown,1.75,1.75,0.75,26.67,"Axle Shaft Bushing",0.06
RT27058,Crown,16.75,4.00,2.50,43.5,"Grab Handle Set",5.20
55003232,Crown,15.00,1.50,1.25,9.17,"Fender Flare Retainer",0.30
55034079,Crown,13.00,11.00,3.00,21.67,"Headlight Bezel",0.50
RT29005,Crown,9.00,4.00,2.00,36.67,"Trailer Hitch Harness",0.40
52089467AB,Crown,10.75,1.75,1.50,24,"Sway Bar Link",1.30
53032389AC,Crown,3.75,3.50,3.50,8.33,"Oil Filler Cap",0.30
52089516AB,Crown,5.00,3.25,2.50,15.83,"Differential Bushing",0.50
52125175AA,Crown,12.50,12.25,5.00,113.33,"Backing Plate Assembly",7.80
55177256AB,Crown,3.25,3.25,1.25,20,"Mucket Seal",0.06
68079654AH,Crown,23.00,17.00,12.00,200,"Fender Reinforcement",3.40
55076222K,Crown,8.00,6.00,4.25,56.67,"Door Handle Kit",2.60
68248006AA,Crown,21.75,20.00,3.50,141.67,"Control Arm",11.00
52089629AC,Crown,20.25,4.00,4.00,51.67,"Control Arm",4.00
5183525AA,Crown,2.00,2.00,0.75,5,"Pinion Crush Sleeve",0.10
68091772AB,Crown,41.25,19.00,3.25,68.33,"Engine Splash Shield",2.40
52098679AD,Crown,7.00,7.50,8.00,133.33,"Hub Assembly",12.40
RT26084,Crown,8.00,6.00,4.50,53.33,"Door Handle Set",3.40
57010214AC,Crown,6.00,3.00,3.00,26.67,"Side Marker Light",0.20
52104315AC,Crown,12.50,12.00,1.50,148.33,"Clutch Disc",5.40
55156728AB,Crown,1.50,1.00,0.75,10.83,"Windshield Washer Nozzle",0.02
5139099AA,Crown,2.50,2.00,2.00,38.34,"Lock Cylinder",0.19
5149009AB,Crown,2.50,2.00,2.00,18.33,"Crankshaft Position Sensor",0.06
B0015491,Crown,22.00,3.25,0.75,7.45,"Accessory Drive Belt",0.30
J0972278,Crown,2.25,2.25,0.75,5,"Grille Mount Bushing",0.10
52104591AB,Crown,31.00,5.00,4.50,200,"Axle Shaft Assembly",19.40
5182556AD,Crown,54.00,24.00,15.00,65,"Fender Liner",1.40
5011261AB,Crown,10.50,10.00,10.00,200,"Brake Booster",8.20
5093180AA,Crown,12.00,8.25,7.00,124.17,"Brake Caliper",11.20
52088914AA,Crown,3.25,1.25,1.25,40,"Quick Disconnect Fitting",0.13
52001144,Crown,2.00,1.75,1.75,1.83,"Sway Bar Bushing",0.20
5183429AA,Crown,17.00,21.00,74.00,216.67,Fascia,18.50
5184653AF,Crown,12.00,4.25,3.25,38.33,"Coolant Crossover",0.60
52079528AB,Crown,29.00,8.00,26.00,191.67,"Cooling Fan Module",15.00
68071223AA,Crown,15.25,5.00,2.25,161.67,"Transfer Case Chain",4.80
68002389AA,Crown,16.50,2.50,1.00,38.33,"Wiper Arm",0.60
6101642,Crown,2.00,1.25,0.50,1.83,"Maxi Fuse",0.10
53008134,Crown,31.00,7.00,7.00,148.33,"Axle Shaft",17.00
52111779AB,Crown,26.50,5.50,4.00,216.67,"Axle Shaft Assembly",20.10
52088634AB,Crown,3.00,3.00,2.00,7.5,"Control Arm Bushing",0.40
4627742AA,Crown,4.00,4.00,4.00,75,"Drive Belt Tensioner",1.60
52124302AA,Crown,3.00,3.00,2.00,4,"Sway Bar Bushing",0.20
4578884AC,Crown,41.25,5.50,5.50,200,"Axle Shaft Assembly",23.20
52119686AA,Crown,20.50,13.00,4.00,245,"Clutch Hydraulic Assembly",2.00
68024891AB,Crown,21.00,14.00,1.00,20.83,"Parking Brake Cable",1.40
34201535,Crown,4.00,1.00,1.00,4.17,"Hub Bolt",0.20
6506566AA,Crown,7.25,0.63,0.63,4.5,"Headlight Mounting Screw",0.06
52128092AB,Crown,12.00,7.00,2.25,35,"Brake Hose",1.10
52128096AB,Crown,24.25,8.00,2.00,25.83,"Brake Hose",0.80
4864999AB,Crown,14.75,14.50,5.00,183.33,"Evaporator Core",4.90
RT32017,Crown,2.00,0.75,0.75,4.17,"Wheel Stud",0.13
5179730AA,Crown,8.50,7.75,3.50,96.67,"Brake Caliper",5.40
5105604AD,Crown,19.00,3.00,2.50,14.83,"Brake Hose",0.40
52089997AE,Crown,16.00,3.00,1.25,36.67,"Brake Hose",0.60
55007134,Crown,18.00,15.00,2.50,53.33,"Liftgate Glass Seal",3.00
68267930AA,Crown,8.00,7.50,4.50,92,"Brake Caliper",8.60
83506075,Crown,3.25,3.00,2.00,36.67,"First Gear Bearing",0.30
52059226AB,Crown,8.00,7.00,4.50,60,"Engine Mount",6.30
83506259,Crown,1.25,3.50,3.50,61.67,"Cluster Gear Bearing",0.80
52059227AB,Crown,8.25,6.75,5.50,60,"Engine Mount",9.40
83503209,Crown,3.25,1.00,3.25,51.67,"Cluster Gear Bearing",0.50
52124861AB,Crown,4.00,4.00,4.00,13.33,"Cradle Bushing",1.20
52060165AE,Crown,6.00,6.00,6.00,30,"Shift Boot",0.80
53020758AC,Crown,1.00,7.00,30.00,30,"Valve Cover Gasket",0.40
68086141AA,Crown,3.00,3.00,2.00,23.33,"Tail Light Mounting Bracket",0.13
637900,Crown,1.00,1.00,0.12,5.83,"Brake Shoe Eccentric Washer",0.10
644552,Crown,4.50,4.50,0.50,23.33,"Bearing Adapter",0.90
4779885AC,Crown,13.50,3.50,13.80,48.33,"Brake Rotor",13.40
56003105,Crown,9.25,7.25,2.00,15.83,"Headlight Bezel",0.20
53010279,Crown,16.00,4.00,1.00,30,"Accessory Drive Belt",0.50
83500557,Crown,14.00,4.50,4.50,300,"Cluster Gear",8.00
55002244,Crown,11.75,10.00,3.00,20,"Headlight Bezel",0.38
52128864AA,Crown,3.00,3.00,3.00,13.33,"Control Arm Bushing",0.90
52088620AF,Crown,35.00,19.00,4.75,175,"Power Steering Hose Set",3.10
5012825AA,Crown,1.25,3.50,3.50,48.33,"Axle Shaft Bearing",0.10
5183520AA,Crown,3.00,13.00,13.00,416.67,"Differential Gear Set",5.80
RT21032,Crown,8.75,1.50,1.50,31.67,"Sway Bar Link",0.30
52088636AF,Crown,31.50,18.50,5.50,183.33,"Control Arm",28.00
5182183AA,Crown,15.25,11.50,7.00,108.33,Mirror,4.00
52040112,Crown,2.00,1.25,7.50,25,"Pitman Arm",2.40
56005195,Crown,14.00,2.00,1.25,15,"Wiper Arm",0.40
52128866AA,Crown,20.00,2.50,2.50,71.67,"Control Arm",6.00
53010254,Crown,21.00,6.00,1.00,40,"Accessory Drive Belt",0.30
83500519,Crown,0.75,0.75,0.75,3.25,"Shift Lever Bushing",0.10
5272714AD,Crown,27.00,12.00,5.00,141.67,"Trailing Arm",10.50
55037903AA,Crown,11.00,3.00,3.00,13.33,"Radiator Hose",0.50
5143692AB,Crown,11.00,6.00,5.75,125,"Brake Caliper",11.20
55112699AB,Crown,44.00,22.75,14.00,55,"Fender Liner",2.80
83300061,Crown,3.75,3.75,3.75,2.5,"Exhaust Clamp",0.40
5066085AA,Crown,8.50,8.25,5.50,650,"Ring & Pinion Kit",10.40
52104352AA,Crown,16.00,11.00,1.50,40,"Throttle Valve Cable",0.70
52059973AC,Crown,3.00,3.00,3.00,6.67,"Sway Bar Bushing",0.30
53020675AE,Crown,22.00,10.50,3.00,40,"Engine Oil Pan Gasket",2.50
55155129AB,Crown,18.50,13.50,8.50,200,Headlight,7.10
52104581AE,Crown,13.00,12.00,2.00,113.33,"Clutch Disc",2.50
J3223416,Crown,1.00,1.00,1.00,1,"Brake Caliper Screw",0.10
68223400AA,Crown,20.50,15.25,9.50,74.17,"Headlight Mounting Bracket",3.40
J8131689,Crown,2.00,2.00,0.12,20,"Input Shaft Shim Kit",0.06
52089630AC,Crown,22.00,5.25,4.00,58.33,"Control Arm",6.00
53021292AB,Crown,9.00,2.00,1.00,43.33,"Timing Chain Guide",0.40
6510766AA,Crown,1.25,0.88,0.88,0.7,Retainer,0.02
5086633AA,Crown,31.00,8.00,8.00,208.33,"Axle Shaft Assembly",21.00
RT52003,Crown,25.50,10.00,2.00,43.33,"Sun Visor Set",1.90
RT26083,Crown,11.00,9.00,2.50,31.5,"Off Road Jack Mount",4.80
68225170AD,Crown,6.50,6.00,3.00,56.67,"Brake Pad Set",4.40
56006212,Crown,7.50,5.00,4.50,141.67,Headlight,1.10
5175571AA,Crown,4.50,3.00,3.00,15,"Oil Filter",0.20
56003011,Crown,7.50,3.25,2.00,96.67,"Parking Light",0.50
5140759AA,Crown,7.00,7.00,6.00,25,"CV Joint Boot Kit",1.90
52060204AF,Crown,2.00,14.00,20.00,20,"Parking Brake Cable",1.60
55077894AD,Crown,3.00,3.00,3.00,13.17,"Side Repeater Light",0.20
52028265AD,Crown,16.00,7.00,5.00,20,"Radiator Hose",0.90
52090297AG,Crown,8.25,8.00,8.00,60,"Engine Mount",5.00
5093181AA,Crown,10.25,7.50,5.00,124.17,"Brake Caliper",10.80
5012851AA,Crown,33.00,8.00,8.00,383.33,"Axle Shaft Assembly",22.00
52000489,Crown,6.50,2.25,5.50,12.5,"Bumper Bracket",0.80
5149049AB,Crown,8.00,4.00,4.00,27.5,"Ignition Coil",1.00
5012363K,Crown,4.75,2.75,2.25,66.67,"Connecting Rod Bearing Set",0.60
5012872AA,Crown,32.00,7.50,8.50,325,"Axle Shaft Assembly",25.00
68029719AB,Crown,8.25,8.00,8.00,115,"Blower Motor",3.80
55037205AB,Crown,11.00,7.75,7.75,400,Compressor,17.50
68032496AA,Crown,3.25,1.25,1.25,3.17,"Soft Top Bow Lock",0.06
55154946AC,Crown,15.50,8.50,4.50,81.67,Mirror,2.70
52128270AA,Crown,14.00,13.25,3.75,81.67,"Brake Drum",18.90
917992,Crown,3.25,1.25,1.25,15,"Oil Filter Bypass Valve",0.02
5174876AA,Crown,18.00,2.50,1.00,21.67,"Wiper Blade",0.30
5066056AA,Crown,2.75,2.75,1.25,12.5,"Axle Shaft Bearing",0.10
5140758AA,Crown,7.00,7.00,6.00,24.83,"CV Joint Boot Kit",1.90
55156882AB,Crown,4.00,3.75,1.75,23.33,"Side Marker Light",0.10
52059975AC,Crown,6.50,2.00,3.50,20,"Sway Bar Link",0.90
RT29009,Crown,12.00,4.50,3.25,63.33,"Switch Plate",0.80
5272705AB,Crown,3.50,2.25,2.25,8.17,"Bump Stop",0.10
5182025AA,Crown,5.00,5.00,5.00,41.67,"Fog Light",0.60
WK825MASKIT,Crown,6.50,6.00,3.00,168.33,"Differential Overhaul Kit",4.60
5DF54MX8,Crown,37.00,10.00,2.00,66.67,Grille,3.00
52000504,Crown,3.00,2.00,2.00,6.33,"Leaf Spring Bushing",0.70
53013292AB,Crown,3.25,3.25,0.50,7.5,"Throttle Body Gasket",0.10
68248149AA,Crown,31.50,18.00,5.00,215,"A/C Condenser",6.40
53008722,Crown,20.00,3.50,1.00,48.33,"Accessory Drive Belt",0.60
5183508AA,Crown,4.00,4.00,1.75,136.66,"Differential Carrier Bearing Kit",1.90
52088707AA,Crown,7.25,7.25,1.25,10,"Coil Spring Isolator",1.10
52128698AA,Crown,4.50,4.00,4.00,30,"Fuel Filter",1.30
5175429AB,Crown,13.00,13.00,3.25,41.67,"Fuel Filter",0.90
55176548AB,Crown,8.00,2.50,2.50,28.33,"Door Handle",1.00
5058482AH,Crown,26.00,13.75,8.50,56.67,"Radiator Hose",2.20
52088686AA,Crown,4.50,4.50,2.00,12.5,"Coil Spring Isolator",0.40
53013263AB,Crown,14.50,14.25,5.25,116.67,"Exhaust Manifold",12.00
53020889AC,Crown,3.00,2.00,0.25,3.17,"Oil Fill Housing Gasket",0.10
RT20012,Crown,52.00,8.00,6.00,113.33,Bumper,17.00
52003190,Crown,13.50,13.50,1.50,26.67,"Parking Brake Cable",1.10
53013905AC,Crown,13.50,6.00,1.25,36.67,"Accessory Drive Belt",0.50
52028566AD,Crown,38.00,15.00,4.00,56.67,"Transmission Cooler Hose",0.60
6504238,Crown,5.50,1.50,1.50,9.67,"Control Arm Bolt",0.40
68164091AF,Crown,31.50,20.00,5.00,416.67,"Cooling Fan Module",15.00
52006289,Crown,1.75,1.75,1.50,4.5,"Sway Bar Bushing",0.10
52088808AB,Crown,4.00,8.00,6.00,32.93,"Ball Joint",2.80
RT30005,Crown,14.25,9.25,2.75,78.33,"Trail Mirror Set",3.30
55156728K,Crown,3.25,1.25,1.25,20,"Windshield Washer Nozzle Set",0.02
5015171AA,Crown,3.50,3.50,5.00,17.5,"Oil Filter",0.30
52007532,Crown,3.25,3.25,1.25,6,"Parking Brake Equalizer",0.31
5179731AA,Crown,6.25,6.00,3.00,96.67,"Brake Caliper",5.40
5FN29VF7AB,Crown,70.00,21.00,15.50,175,Fascia,8.80
5174321AA,Crown,4.75,3.00,0.75,15.83,"Anti-Rattle Clip",0.10
83500301K4,Crown,4.50,2.50,1.25,28.33,"Connecting Rod Bearing Set",0.40
5143101AA,Crown,13.50,8.00,5.00,75,"Heater Core",2.50
68035574AA,Crown,8.50,8.25,8.25,466.67,"Differential Case Kit",17.60
53005084,Crown,1.50,11.00,13.00,26.67,"Speedometer Cable",1.20
RT21031,Crown,9.25,2.00,1.50,27,"Sway Bar Link",0.90
52088129,Crown,18.00,5.50,5.50,46.67,"Coil Spring",6.90
83506074,Crown,1.50,3.75,3.75,68.33,"Input Shaft Bearing",1.60
68156562AB,Crown,11.00,2.50,1.75,6,"Fascia Skirt",0.06
6507686AA,Crown,1.00,1.00,1.00,0.83,Retainer,0.10
68256471AA,Crown,14.00,13.50,3.25,30,"License Plate Bracket",1.30
5184085AC,Crown,2.50,2.25,2.00,53.33,"Fuel Injector",0.10
5012821AA,Crown,34.00,7.50,7.50,248.33,"Axle Shaft Assembly",23.00
55012900AB,Crown,5.00,3.00,0.50,5,"Door Check Pin",0.02
4796233,Crown,4.25,4.00,4.00,14.17,"CV Joint Boot Kit",0.60
RT23003,Crown,16.50,11.25,2.50,150,"Disconnect Kit",3.70
52059939AG,Crown,57.00,12.00,8.00,116.67,"Exhaust Pipe",7.50
52000488,Crown,7.00,6.00,2.75,12.5,"Bumper Bracket",0.90
52028605AD,Crown,38.00,30.50,5.25,56.67,"Transmission Cooler Hose",0.80
68052292AA,Crown,15.00,2.75,2.25,9.17,"Cabin Air Filter Door",0.20
RT21015,Crown,4.50,4.00,4.00,43.33,"Control Arm Bracket Set",3.00
RT25005,Crown,5.75,4.00,1.75,28.5,"Door Hinge Bushing Kit",0.25
5093785AA,Crown,27.25,5.50,0.13,23.33,"Valve Cover Gasket",0.25
68079487AA,Crown,10.75,10.00,1.50,20,"Cabin Air Filter",0.40
55055046,Crown,2.00,8.50,8.50,17.08,"Headlight Bezel",0.20
52088662AB,Crown,7.50,1.50,1.50,20,"Sway Bar Link",0.90
68251638AA,Crown,4.00,2.50,2.50,9.17,"Bump Stop",0.31
52088425,Crown,3.00,3.00,3.00,9.92,"Control Arm Bushing",0.90
52104289AE,Crown,14.00,13.50,3.25,230,"Clutch Kit",13.90
55156374M,Crown,8.00,6.00,4.50,106.66,"Wiper Motor",2.80
53020229,Crown,7.50,7.75,3.00,65.83,"Harmonic Balancer",7.50
5102882AA,Crown,14.50,2.00,1.50,38.33,"Wiper Arm",0.60
