REPLACES_PART,DESCRIPTION_NOTUPDATE,QUANTITY
5182535AD         ,"TAIL LAMP, L   ",9
5182542AC         ,"TAIL LAMP,RIGHT",2
5182543AC         ,"TAIL LAMP, LEFT",3
5182554AD         ,SPLASH SHIELD  ,13
5182555AD         ,SPLASH SHIELD  ,10
5182556AD         ,"SHIELD, RIGHT  ",7
5182557AD         ,"SHIELD, LEFT   ",5
5182596AC         ,"BRACKET, RIGHT ",1887
5182597AC         ,"BRACKET, LEFT  ",1921
5183008AA         ,"WIPER BLADE,18""",6
5183148AC         ,"HEATER CORE,RR ",9
5183201AD         ,"MODULE, FUEL   ",15
5183202AA         ,"MODULE, FUEL   ",5
5183276AA         ,"BLADE, WIPER, R",6
5183426AB         ,"FENDER, RIGHT  ",17
5183427AB         ,"FENDER, LEFT   ",14
5183429AA         ,"FASCIA, BUMPER ",4
5183442AA         ,REPAIR KIT     ,128
5183448AA         ,"HARNESS, REPAIR",523
5183508AA         ,"BRG. KIT, DIFF.",4
5183516AA         ,"SHIM KIT, DIFF.",996
5183518AA         ,"CASE ASSY, DIFF",0
5183520AA         ,"GEAR KIT, DIFF ",3
5183522AA         ,GEAR & PINION  ,2
5183523AA         ,"FLANGE, PINION ",2
5183525AA         ,CRUSH COLLAR   ,699
5183563AA         ,FAN ASSY       ,56
5183710AA         ,"CAP, COOLANT   ",2708
5183761AB         ,"TIE ROD END,OUT",761
5183952AF         ,SWITCH         ,16
5184085AC         ,"INJECTOR, FUEL ",1139
5184093AE         ,TENSIONER      ,71
5184105K          ,MAIN SET       ,1
5184129K          ,THRUST WASHER  ,4
5184150AF         ,"VALVE, OIL     ",13
5184168AB         ,"SEAL,VALVE STEM",3125
5184231AA         ,"FILTER, OIL    ",145
5184273AD         ,GEAR OIL PUMP  ,11
5184293AH         ,DAMPER         ,324
5184294AE         ,"ADAPTER, OIL   ",115
5184294RK         ,REPAIR KIT     ,187
5184331AC         ,"GASKET, INTAKE ",4202
5184332AA         ,TAPPET         ,461
5184347P          ,PISTON & PIN   ,5
5184349AC         ,THROTTLE BODY  ,276
5184352AF         ,CHAIN SECONDARY,25
5184355AF         ,"CHAIN, PRIMARY ",32
5184356AE         ,"GEAR, CRANK    ",30
5184357AE         ,"GEAR, INTER    ",31
5184359AB         ,"SHAFT, IDLER   ",35
5184360AF         ,"TENSIONER, LEFT",398
5184391AF         ,TENSIONER      ,417
5184392AD         ,"GUIDE, PRIMARY ",73
5184407AF         ,"PAN, ENGINE OIL",71
5184455AG         ,"GASKET, LEFT   ",156
5184456AG         ,"GASKET, RIGHT  ",273
5184498AI         ,WATER PUMP     ,414
5184546AC         ,"OIL PAN, LOWER ",47
5184546K          ,OIL PAN KIT    ,13
5184562AC         ,"GASKET, INTAKE ",4121
5184595AE         ,"GASKET, LEFT   ",92
5184596AE         ,"GASKET, RIGHT  ",144
5184646AC         ,"BELT,SERPENTINE",23
5184647AB         ,"BELT,SERPENTINE",333
5184651AF         ,"HOUSING, THERM ",867
5184653AF         ,CROSSOVER      ,1339
5184772AB         ,"SEAL, SENSOR   ",5875
5184778AB         ,"GASKET, PLUG   ",4269
5184855AB         ,"SEAL, CAMSHAFT ",1624
5184888AC         ,"TENSIONER, RT  ",401
5184894AA         ,"SEAL, THERM.   ",1577
5184908AB         ,O-RING         ,4815
5184977AE         ,"HOUSING, THERM ",449
51875,"GASKET, SCREW  ",7627
5189057AB         ,SOLENOID       ,2
5189180AA         ,"CLIP, MOULDING ",242
5189181AA         ,"CLIP, MOULDING ",255
5189278AA         ,"AXLE, RIGHT    ",41
5189279AA         ,"AXLE, LEFT     ",97
5189335AA         ,"EVAPORATOR, A/C",5
5189350AA         ,RESERVOIR      ,14
5189376AA         ,RECEIVER DRIER ,4
5189452AA         ,ACCUMULATOR    ,0
5189838AA         ,"GASKET, TRANS. ",26
5189840AA         ,"SENSOR, SECONDA",7
5189841AA         ,"SENSOR, SPEED  ",12
5189933AA         ,"FILTER, AIR    ",18
5189976AA         ,"GASKET, HEAD   ",1195
5191037AD         ,"BOLT,HEX FLANGE",4231
5191196AA         ,BEARING KIT    ,80
5191197AA         ,"NUT, PINION    ",204
5191212AA         ,PISTON KIT     ,1507
5191215AA         ,SHOE & LINING  ,6
5191215HK         ,HARDWARE KIT   ,17
5191217AA         ,"PAD SET, BRAKE ",20
5191221AA         ,"CLIP, PAD      ",67
5191238AA         ,"CALIPER, RIGHT ",176
5191239AA         ,"CALIPER, LEFT  ",73
5191242AA         ,BLEEDER SCREW  ,71
5191247AA         ,PIN KIT        ,83
5191267AA         ,"CALIPER, LEFT  ",433
5191268AA         ,"CALIPER, RIGHT ",446
5191269AA         ,"BOOT, CALIPER  ",22
5191270AA         ,"SEAL, CALIPER  ",57
5191271AB         ,"PAD SET, REAR  ",6
5191272AA         ,PIN KIT        ,108
5191305AA         ,WHEEL CYLINDER ,312
5191306AA         ,SHOE & LINING  ,411
5191307K          ,HARDWARE KIT   ,22
5191345AA         ,BLOWER MOTOR   ,1
5191347AC         ,HEATER CORE    ,188
5191825AA         ,"CALIPER, BRAKE ",0
5191890AA         ,"FILTER, TRANS. ",334
5191890K          ,FILTER KIT     ,348
5191930AA         ,RADIATOR       ,98
52000051,"LEAF SPRING, R ",1
52000070,"SLAVE CYLINDER,",121
52000074,"MOUNT, ENGINE  ",96
52000074K         ,"MOUNT KIT, ENG.",38
52000089,STEERING GEAR  ,2
52000128K         ,STRAP SET      ,2
52000141,"MOUNT, MOTOR   ",678
52000162,"HOSE,BRAKE,REAR",40
52000177,"BUMPER,FRONT CH",2
52000177K         ,"BUMPER KIT, F  ",-2
52000178,"CAP,BUMPER, RF ",208
52000179,"CAP,BUMPER, LF ",305
52000185,"BUMPER, FRONT  ",39
52000185K         ,"BUMPER KIT, F  ",-2
52000192,"CAP,BUMPER, RR ",361
52000229,"ISOLATOR,SPRING",985
52000232,U-BOLT         ,1988
52000290,"BRACKET, BUMPER",733
52000402,"SPRING, PEDAL  ",4267
52000462,"GUARD, BUMPER  ",-14
52000463,"GUARD, BUMPER  ",166
52000468,"GUARD,BUMPER,RR",132
52000469,"GUARD,BUMPER,LR",102
52000488,"BRACKET, BUMPER",2090
52000489,"BRACKET, BUMPER",1105
52000503,"BUSHING, SPRING",-81
52000504,"BUSHING, SPRING",-160
52000507,SHACKLE        ,485
52000596,"ADJUSTER, STRG.",320
52000596K         ,TIE ROD ASSY.  ,30
52000598,TIE ROD END    ,306
52000599,TIE ROD END    ,276
52000601,DRAG LINK      ,49
52000601K         ,DRAG LINK ASSY.,26
52000608,TIE ROD END    ,256
52000615,"ARM, PITMAN    ",312
52000616,PITMAN ARM     ,246
52000619,"BUSHING, ENGINE",3600
52000623,"HOSE SET, FUEL ",162
52000706AB        ,"LEAF SPRING, R ",4
52000707,"LEAF SPRING, R ",22
52000848,"CYLINDER, WHEEL",25
52000849,"CYLINDER, WHEEL",179
52000865,CABLE          ,12
52000957,"MOUNT, ENGINE  ",510
52001094,"LINK,STABILIZER",238
52001122,"SPRING, COIL, F",202
52001125,"SPRING, COIL, F",117
52001132,"GROMMET, STAB. ",4632
52001144,"BUSHING, STAB. ",1931
52001145,"BUSHING,STABIL.",2230
52001151,"DRUM, BRAKE    ",106
52001151K         ,DRUM SERVICE KT,23
52001153,"CABLE, BRAKE   ",7
52001161,"BUSHING,CONTROL",679
52001162,"ARM, CONTROL   ",183
52001174,"BRACKET, RIGHT ",1469
52001174K         ,BRACKET SET    ,111
52001175,"BRACKET, LEFT  ",1448
52001180,"MOUNT, TRANS.  ",1247
52001215,ADJUSTER KIT   ,164
52001216,ADJUSTER KIT   ,191
52001720K         ,EXHAUST KIT    ,-1
52001736,"ADJUSTER, STRG.",470
52001759,"INSULATOR, EXH.",5771
52001790,"SPRING, COIL   ",0
52001915,"DRUM, BRAKE    ",62
52001915K         ,DRUM SERVICE KT,11
52001961,"RETAINER, BODY ",1820
52002008,"MOUNT, BODY    ",23
52002085R         ,STEERING GEAR  ,0
52002092,"TRAY, BATTERY  ",855
52002334,"MOUNT, TRANS.  ",189
52002334AB        ,"MOUNT, TRANS.  ",1057
52002393,"BUMPER, JOUNCE ",228
52002540,TIE ROD END    ,130
52002541,TIE ROD END    ,-4
52002541K         ,TIE ROD ASSY.  ,65
52002544,"SLEEVE, ADJUST ",354
52002547,"BAR, TIE ROD   ",446
52002552,"BUSHING, SUSPEN",-293
52002553,"SLEEVE, SHACKLE",5150
52002585,"ISOLATOR, RAD. ",410
52002609,"LINK, STABILIZR",788
52002625,"MOUNT, TRANS.  ",166
52002633PL        ,"TANK, 20 GALLON",27
52002633PLK       ,TANK KIT       ,43
52002633PLMK      ,TANK MASTER KIT,0
52002658,"BUMPER, JOUNCE ",561
52002659,"MOUNT, BODY    ",3896
52002660,"MOUNT, BODY    ",500
52002661,"RETAINER,MOUNT ",2858
52002700,"SLEEVE, ADJUST.",206
52002700K         ,DRAG LINK ASSY.,64
52002719,"HOSE, PRESSURE ",6
52002723,"MOUNT, BODY    ",3384
52002723K         ,BODY MOUNTING K,-48
52002723MK        ,BODY MOUNT KIT ,-14
52002749,"PAD,BRAKE PEDAL",17483
52002750,"PAD, PEDAL     ",671
52002848,"HOSE, BRAKE    ",142
52002849,"HOSE, BRAKE    ",129
52002952,"DRUM, BRAKE    ",9
52002952K         ,DRUM SERVICE KT,-9
52002989,"PIPE, EXHAUST  ",4
52003079,"HOSE, PRESSURE ",2
52003130,"RESERVOIR, STRG",654
52003132,"CAP, RESERVOIR ",1150
52003143,"BUSHING, STABIL",823
52003181,"CABLE, PARKING ",216
52003182,"CABLE, PARKING ",168
52003183,"CABLE, PARKING ",120
52003188,"CABLE, BRAKE   ",1
52003190,"CABLE, HAND BRA",521
52003192,"CABLE, HAND BRA",354
52003205,"CLUTCH, FAN    ",59
52003213,"BOTTLE, COOLANT",567
52003226,"VALVE, HEATER  ",16
52003232,"CUSHION, STAB. ",-208
52003256,"CABLE, PARKING ",725
52003360,"LINK, STAB. BAR",1288
52003360K         ,"LINK KIT, STAB.",28
52003361,"RETAINER, STAB.",8417
52003448,"LEAF SPRING, F ",238
52003449,"LEAF SPRING, R ",33
52003479,"BRACKET,LICENSE",316
52003607,BRAKE HOSE     ,3
52003625,"HOSE, PRESSURE ",6
52003687,"HOSE, PRESSURE ",12
52003751,RADIATOR       ,3
52003768,"CAP,FUEL FILLER",-46
52003769,"HOSE, POWER STE",4
52003774,"CAP,FUEL FILLER",147
52003782,"HOSE, RETURN   ",845
52003789,"HOSE, RADIATOR ",16
52003790,"HOSE, RADIATOR ",14
52003791,"HOSE, RADIATOR ",15
52003876,"HOSE, HEATER   ",180
52003877,"HOSE, HEATER   ",432
52003878,"HOSE,TEE TO PUM",184
52003882,"HOSE,VLV TO HTR",226
52003918,TRACK BAR      ,735
52003933,RADIATOR       ,22
52003940,RESONATOR      ,194
52003945,"HOSE, RADIATOR ",-74
52003946,"HOSE, RADIATOR ",-5
52003960,"SKID PLATE,TRNS",11
52003960K         ,SKID PLATE KIT ,21
52004010,U-BOLT         ,276
52004152,"HOSE, BRAKE    ",450
52004295,"BUMPER, JOUNCE ",-165
52004297,"BUMPER, JOUNCE ",631
52004366,"RESERVOIR,VACUU",2710
52004706,"CABLE, BRAKE   ",32
52004707,"CABLE, BRAKE   ",202
52004709,"CABLE, PARKING ",209
52004749,"BUMPER, JOUNCE ",1063
52005000,"ROTOR, BRAKE   ",36
52005099,"MODULE, FUEL   ",7
52005131,"FILTER, FUEL   ",289
52005183,"TANK, COOLANT  ",2
52005184,"CAP, COOLANT   ",2487
52005285,"ARM, PITMAN    ",829
52005350,"DRUM, BRAKE    ",411
52005350KE        ,DRUM SERVICE KT,11
52005350KL        ,DRUM SERVICE KT,15
52005387,"CABLE, PARKING ",175
52005411,"HOSE, STEERING ",14
52005431,"SEAL, EXHAUST  ",535
52005476,DUST SHIELD    ,224
52005477,SPLASH SHIELD  ,212
52005638,"LINK, STABIL.  ",1899
52005638K         ,LINK KIT       ,197
52005642,"TRACK BAR, REAR",212
52005653,"BUSHING, STAB. ",2560
52005738,DRAG LINK      ,153
52005738K         ,DRAG LINK ASSY.,25
52005739,TIE ROD END    ,1473
52005739K         ,TIE ROD ASSY.  ,65
52005740,TIE ROD END    ,239
52005741,TIE ROD END    ,322
52005742,"ADJUSTER, STRG.",858
52005748,FAN ASSY       ,57
52005752,"HOSE, HEATER   ",657
52005794,"HOSE, RADIATOR ",353
52006241,"ROTOR, BRAKE   ",2
52006289,"BUSHING, STAB. ",0
52006380,"CABLE, PARKING ",0
52006421,"PLATE,LEAF SPR.",-33
52006421K         ,SPRING MOUNT KT,14
52006440,U-BOLT         ,1100
52006472,"HOSE, BRAKE    ",178
52006473,"HOSE, BRAKE    ",219
52006495,"CUSHION, STABIL",9116
52006511,STEERING GEAR  ,62
52006582,DRAG LINK      ,78
52006592,DRAG LINK      ,920
52006592K         ,DRAG LINK ASSY.,62
52006602,TIE ROD END    ,128
52006608,"SLEEVE, ADJUST.",29
52006608K         ,DRAG LINK ASSY.,63
52006626,"PIPE, EXHAUST  ",286
52006626K         ,EXHAUST KIT    ,3
52006707,"CAP, COOLANT BO",4702
52006861,"HOSE,BRAKE,REAR",4
52006870,"SKID PLATE,FUEL",-36
52007017,"SHAFT, STEERING",718
52007048,"CABLE, PARKING ",26
52007289,MOTOR MOUNT    ,873
52007394,MOTOR MOUNT    ,274
52007397,"PIPE, EXHAUST  ",112
52007401,"HOSE, BRAKE    ",107
52007502,"DRUM, BRAKE    ",11
52007522,"CABLE, PARKING ",120
52007523,"CABLE, PARKING ",153
52007532,EQUALIZER      ,2363
52007562,"HOSE,BRAKE,REAR",128
52007586,"HOSE, BRAKE    ",1647
52007587,"HOSE, BRAKE    ",1585
52007588,"CABLE, PARKING ",374
52007842,TENSIONER      ,745
52008184,"ROTOR, BRAKE   ",104
52008232,"CABLE, PARKING ",16
52008301,"CABLE, PARKING ",78
52008362,"CABLE, BRAKE   ",328
52008391,"HOSE, BRAKE    ",643
52008440K         ,"BRAKE KIT,FRONT",14
52008662,"HOSE, BRAKE    ",176
52008663,"HOSE, BRAKE    ",188
52008674,"HOSE, BRAKE    ",133
52008675,"HOSE, BRAKE    ",94
52008779,"HOSE, BRAKE    ",8
52008904,"CABLE, PARKING ",299
52008905,"CABLE, PARKING ",276
52009208AD        ,ROTOR          ,10
52009406AE        ,HUB ASSEMBLY   ,10
52009527,TENSIONER      ,171
52009562,"PAD, PEDAL     ",3329
52009968AC        ,"BRAKE ROTOR, R ",12
52010,CLUTCH TOOL    ,33
52010080AE        ,"ROTOR, FRONT   ",7
52010144AA        ,"BRAKE ROTOR, R ",4
52010309AB        ,"BUSHING, PEDAL ",9449
52013468AC        ,TIE ROD END    ,1459
52014529AB        ,RADIATOR       ,25
52014621AE        ,FAN MODULE     ,12
52014775AB        ,"CONDENSER, A/C ",88
52017534,"MOUNT, ENGINE  ",-2
52017534K         ,"MOUNT KIT, ENG.",-22
52017817,"GASKET, EXHAUST",2230
52017863,"BUSHING, TRANS.",1472
52018096,"MOUNT, TRANS.  ",115
52018104,CATALYTIC CONV.,12
52018162,MUFFLER & TAILP,8
52018163,MUFFLER & TAILP,16
52018176,"PIPE, EXHAUST  ",81
52018176K         ,EXHAUST KIT    ,-1
52018177,"PIPE, EXHAUST  ",543
52018177K         ,EXHAUST KIT    ,3
52018280,"MOUNT, ENGINE  ",332
52018281,"MOUNT, ENGINE  ",32
52018335,MUFFLER & TAILP,2
52018391P         ,FUEL PUMP & FIL,27
52018808,"SEAL, FUEL MODU",430
52018814,"INSULATOR, EXH ",656
52018823,"SEAL, VAPOR    ",14492
52018856,"MOUNT, TRANS.  ",608
52018857,"MOUNT, TRANS.  ",390
52018933,CATALYTIC CONV.,8
52018933K         ,EXHAUST KIT    ,4
52018934,CATALYTIC CONV.,13
52018934K         ,EXHAUST KIT    ,-4
52019135,MUFFLER & TAILP,1
52019138,MUFFLER & PIPE ,19
52019201K         ,ENGINE MOUNT SE,44
52019201KX        ,ENGINE MOUNT KI,46
52019241,MUFFLER & TAILP,16
52019241AC        ,MUFFLER & TAILP,385
52019241AF        ,MUFFLER & TAILP,1
52019242AC        ,MUFFLER & TAILP,8
52019276,"MOUNT, ENGINE  ",473
52019276K         ,ENGINE MOUNT KI,50
52019278,"MOUNT, ENGINE  ",1648
52019278K         ,ENGINE MOUNT KI,33
52019408AC        ,"HANGER, MUFFLER",1584
52019480AD        ,CAT. CONVERTER ,6
52019480AF        ,CAT. CONVERTER ,5
52019482AC        ,CATALYTIC CONVE,8
52019600,CATALYTIC CONVE,4
52020018,"MOUNT, ENGINE  ",732
52020110,CATALYTIC CONV.,17
52022039,MUFFLER ASSY   ,8
52022378AA        ,"FILTER, AIR    ",571
52027501AC        ,"SHROUD, FAN    ",90
52027779,"HOSE, RADIATOR ",42
52027823,"CLUTCH, FAN    ",2
52027883AC        ,"CLUTCH, FAN    ",-13
52027922,TEMPATROL      ,199
52027984,"TANK, COOLANT  ",21
52028031,"SENSOR, COOLANT",21
52028065AF        ,"BOTTLE, COOLANT",136
52028069,"HOSE, RADIATOR ",19
52028133,RADIATOR       ,8
52028141,"HOSE, RADIATOR ",90
52028144AC        ,"HOSE, UPPER    ",515
52028185,THERMOSTAT     ,112
52028226,"HOSE, RADIATOR ",181
52028262,"HOSE, RADIATOR ",40
52028263,"HOSE, RADIATOR ",7
52028264,"HOSE, RADIATOR ",-1
52028265AD        ,"HOSE, RADIATOR ",91
52028266,"HOSE, RADIATOR ",63
52028297,"CLUTCH, FAN    ",21
52028337AC        ,FAN ASSY       ,-30
52028378,RADIATOR       ,32
52028412,"HOSE, PRESSURE ",8
52028419,"HOSE, RADIATOR ",93
52028566AD        ,"HOSE, RETURN   ",452
52028605AD        ,HOSE ASSY      ,433
52028615AB        ,"CLUTCH, FAN    ",4
52028898AE        ,THERMOSTAT     ,302
52028939AD        ,FAN MODULE     ,64
52028984AB        ,"HOSE, UPPER    ",6
52028985AC        ,"HOSE, LOWER    ",6
52028986AB        ,"HOSE, UPPER    ",13
52028987AB        ,"HOSE, LOWER    ",10
52028988AB        ,"HOSE, UPPER    ",373
52028989AC        ,"HOSE, LOWER    ",461
52028992AC        ,FAN CLUTCH     ,7
52029100,RADIATOR       ,-2
52029152AB        ,"CLUTCH, FAN    ",9
52029272,"HOSE, RADIATOR ",281
52029635,"HOSE, LOWER    ",19
52030033AD        ,FAN MODULE     ,99
52037544,"RESERVOIR, STRG",1302
52037547,"CLIP, STEERING ",57
52037566,"PUMP, POWER STE",195
52037567,"PUMP, POWER STR",43
52037568,"PUMP, POWER STR",18
52037644,"HOSE, PRESSURE ",36
52037645,"HOSE, RETURN   ",16
52037710AC        ,RETAINER       ,1505
52037712AB        ,"LINK,STABILIZER",1564
52037830,"BUSHING,CONTROL",75
52037849,"LINK, STAB. BAR",2855
52037849K         ,"LINK KIT, STAB.",259
52037916,"GROMMET, LINK  ",6474
52037994,DRAG LINK      ,92
52037994K         ,DRAG LINK ASSY.,17
52037996,TIE ROD END    ,112
52037996K         ,TIE ROD ASSY.  ,82
52038002,STEERING GEAR A,-6
52038014,"HOSE, PRESSURE ",25
52038015,"HOSE, PRESSURE ",4
52038016,"HOSE, RETURN   ",59
52038016R         ,"HOSE, RUBBER   ",0
52038026,"BUSHING,CONTROL",4156
52038337,PITMAN ARM     ,483
52038338,PITMAN ARM     ,516
52038423AB        ,"HOSE, RETURN   ",35
52038589,"ARM, IDLER     ",447
52038665,"LINK,STABILIZER",949
52038783AC        ,BUSHING        ,1637
52038851,"BUSHING, STAB. ",2840
52040007,"BUMPER, JOUNCE ",194
52040027,"EXT, BUMPER    ",-19
52040047,"BRACKET,STABIL.",772
52040079,"HOSE, FUEL FILL",827
52040081,"HOSE, FUEL VENT",998
52040110,"ARM, PITMAN    ",307
52040112,"ARM, PITMAN    ",595
52040123,"HOSE, PRESSURE ",14
52040219,"INSULATOR, EXH ",22309
52040235,"HOSE, RADIATOR ",68
52040236,"HOSE, RADIATOR ",-4
52040267,"MOUNT, ENGINE  ",335
52040278,"PIPE, EXHAUST  ",16
52040278K         ,EXHAUST KIT    ,8
52040289,"HOSE, RADIATOR ",325
52040290,"HOSE, RADIATOR ",247
52040305,"BRACKET, SHOCK ",-155
52040320,"BRACKET, SPRING",974
52040348,"PLATE, SPRING R",165
52040398,"BRACKET, SPRING",457
52040403,"TRACK BAR,FRONT",84
52040404,"TRACK BAR, REAR",39
52040407,"PLATE, SPRING L",235
52040407K         ,SPRING MOUNT KT,14
52040415,"PLATE, SHACKLE ",1200
52040426,"BUMPER, JOUNCE ",192
52040430,"CABLE, ACCELERA",1263
52058121AB        ,CROSSMEMBER    ,162
52058133AC        ,"SUPPORT, PLATE ",3
52058133K         ,SKID PLATE KIT ,18
52058488,"MOUNT, TRANS.  ",345
52058500,"MOUNT, ENGINE  ",190
52058501,"MOUNT, ENGINE  ",110
52058551,"MOUNT, TRANS.  ",81
52058928,"MOUNT, MOTOR, R",104
52058928K         ,ENGINE MOUNT KT,24
52058929,"MOUNT, MOTOR, L",134
52058936AB        ,"MOUNT,ENGINE,R ",127
52058936K         ,ENGINE MOUNT KT,32
52058937AB        ,"MOUNT,ENGINE,L ",146
52058994,"MOUNT, TRANS   ",106
52058995,"MOUNT, TRANSMIS",832
52058996,"MOUNT, TRANS.  ",251
52058997,"MOUNT, TRANS.  ",479
52059050,"INSULATOR,RIGHT",175
52059051,"INSULATOR, LEFT",189
52059226AB        ,"INSULATOR, ENG.",368
52059226KE        ,MOTOR MOUNT KIT,18
52059226KL        ,MOTOR MOUNT KIT,18
52059227AB        ,"INSULATOR, ENG.",648
52059252AB        ,"MOUNT,ENGINE,R ",342
52059252K         ,ENG. MOUNT KIT ,12
52059253AB        ,"MOUNT,ENGINE,L ",515
52059299AB        ,"MOUNT, TRANS.  ",203
52059324AA        ,"MOUNT, TRANS   ",444
52059347AB        ,"MOUNT, TRANS.  ",356
52059566AC        ,CAT CONVERTER  ,4
52059681AD        ,CATALYTIC CON. ,1
52059730AB        ,PIPE AND CONV. ,1
52059884AE        ,"HOSE, BRAKE    ",353
52059885AF        ,"HOSE, BRAKE    ",342
52059891AF        ,"CABLE, BRAKE   ",37
52059899AE        ,PUMP ASSEMBLY  ,103
52059900AF        ,"HOSE, PRESSURE ",13
52059901AD        ,"HOSE, PRESSURE ",3
52059912AC        ,"ISOLATOR, UPPER",822
52059929AA        ,INSULATOR      ,1777
52059930AH        ,CONVERTER ASSY.,9
52059937AI        ,MUFFLER ASSY.  ,343
52059938AI        ,"PIPE, EXT      ",8
52059939AG        ,"PIPE, EXT      ",7
52059940AD        ,"ISOLATOR, RIGHT",335
52059943AE        ,"ISOLATOR, LEFT ",-10
52059973AC        ,"BUSHING, STAB. ",120
52059975AC        ,"LINK, STAB. BAR",-17
52059976AC        ,CONTROL ARM    ,294
52059979AC        ,"ARM, CONTROL   ",121
52059982AD        ,"TRACK BAR,FRONT",348
52059983AD        ,"TRACK BAR,FRONT",408
52059999AC        ,"ISOLATOR,SPRING",120
52060011AB        ,"LINK, STAB. BAR",483
52060012AC        ,"BUSHING, REAR  ",2946
52060013AA        ,"BUSHING, STAB. ",3916
52060015AD        ,"ARM, CONTROL   ",-3
52060021AD        ,"ARM, LOWER     ",235
52060024AE        ,"TRACK BAR, REAR",151
52060044AE        ,"HOSE, BRAKE    ",583
52060045AE        ,"HOSE, BRAKE    ",580
52060048AD        ,TIE ROD END    ,426
52060049AE        ,TIE ROD END    ,582
52060049K         ,TIE ROD ASSY.  ,15
52060052AF        ,TIE ROD END    ,1116
52060052K         ,TIE ROD KIT    ,-39
52060053AE        ,TIE ROD END    ,584
52060054AB        ,"ADJ, STEERING  ",1432
52060056AC        ,"ARM, PITMAN    ",210
52060057AC        ,PITMAN ARM     ,1427
52060058AE        ,"DAMPER,STEERING",143
52060132AC        ,"CYLINDER,MASTER",277
52060133AD        ,SLAVE CYLINDER ,84
52060137AB        ,"ROTOR, BRAKE, F",123
52060137K         ,"BRAKE KIT,FRONT",18
52060138AA        ,"BUSHING,CONTROL",31
52060147AA        ,"ROTOR, BRAKE, R",276
52060147K         ,"BRAKE KIT, REAR",14
52060165AE        ,"BOOT, GEARSHIFT",1005
52060196AD        ,INSULATOR      ,958
52060204AF        ,"CABLE, BRAKE   ",-48
52060290AE        ,"HITCH, TRAILER ",67
52060290K         ,"HITCH KIT, JK  ",22
52060290MK        ,HITCH & HARNESS,47
52060299AD        ,BUSHING        ,2404
52060378AC        ,"TOW HOOK, FRONT",271
52060378K         ,TOW HOOK KIT   ,68
52060398AC        ,"HUB ASSY, FRONT",76
